"","trim.321ra.gtf","trim.331ra.gtf","trim.336r.gtf","trim.370r.gtf","trim.380r.gtf","trim.410r.gtf","trim.414r.gtf","trim.419r.gtf","trim.468r.gtf","trim.512r.gtf","trim.549r.gtf","trim.568r.gtf","trim.571r.gtf","trim.581r.gtf","trim.586r.gtf","gene"
"Ahyacinthus26589",11.0283951030389,9.79457996772421,8.5906179283019,11.1615914550676,9.8859422638623,9.93878750947498,10.663219520697,9.98833990217872,9.99692999472253,9.32135671893978,9.58585258694739,10.7386194787706,9.4771839468268,11.8997118937057,9.0282932459904,"Ahyacinthus26589"
"Ahyacinthus22698",10.1704780645888,10.3479811353105,10.3240297834245,10.8561840121891,10.0932997874318,11.170886706414,11.2384501251162,10.4937474348511,10.2963077816192,10.3175542358238,10.7965747807584,10.289445943655,10.0357336853445,11.1539222935618,10.2993616291381,"Ahyacinthus22698"
"Ahyacinthus17785",10.0858062020511,10.5253595080315,10.5426080307516,10.0827200305817,10.6380174441577,9.70291439530019,9.5400858365299,10.1872106825165,10.2095149269657,10.4156119247919,9.78023980875627,8.85848579739539,9.96413154414762,9.16402238593217,10.3561810230103,"Ahyacinthus17785"
"Ahyacinthus19776",9.58259398345202,8.92945962171102,8.23157739641967,11.4896456866447,8.17663796665052,9.54801554261507,10.5851919775082,8.68987001570527,8.77840497671568,8.72133288224862,9.87979688095087,8.86203013820761,8.3986764485873,12.081324795652,9.18717866705954,"Ahyacinthus19776"
"Ahyacinthus17605",12.6932891595058,9.42409406485285,9.12328279950857,12.1929903527103,9.17065828330507,10.4356242500516,9.79565851075884,8.75399591911713,9.14381935479288,9.80091130635632,10.1910579925533,9.98671528004805,8.60189475496213,10.7463662854859,9.48793459927475,"Ahyacinthus17605"
"Ahyacinthus02518",9.97253966498509,13.6400061652711,15.0178726493128,12.704389259219,14.3614103778634,7.85917022163968,9.75696937237145,13.5983691980926,12.6432498151387,11.8861233751812,12.7911125872217,10.8778689635329,11.2138498112101,7.26600897861278,12.89140031897,"Ahyacinthus02518"
"Ahyacinthus16559",7.33708078475635,9.55045978841288,9.17048642893912,6.47174411986686,8.28324501023165,8.06205916455787,7.80590236201794,8.9262565382965,7.70441933195544,9.12755652414015,8.25293757177791,7.32424140761334,7.9367176566745,6.47174411986686,8.81639036348401,"Ahyacinthus16559"
"Ahyacinthus14171",10.24853509717,11.1171689994488,11.3487807005786,10.502253624936,11.9304032600486,10.4373084143472,9.78247821862499,10.661469472427,11.9536141546261,10.43253619762,11.1823623165248,10.1587323027714,11.4443121439702,9.7515424169467,11.0249191574829,"Ahyacinthus14171"
"Ahyacinthus13252",9.58358957735844,10.6223489938131,10.6442921761271,8.58731193673169,10.0015599121783,9.03159331553747,9.03956682723406,10.5704861418173,11.1781543110143,10.6316929051854,11.1148749532537,9.49837621721196,10.6928597891415,9.76481328825266,10.7736691092745,"Ahyacinthus13252"
"Ahyacinthus13251",11.6192565472691,12.9145623130588,13.4383876071671,10.5652321983979,13.4819656403756,12.0739059151866,11.7717106404438,13.1700742545699,13.4542654800609,13.0986077294014,12.2595220931177,11.2927589114661,13.3320487386638,11.7867081128925,12.6504618315331,"Ahyacinthus13251"
"Ahyacinthus02650",11.8710602006504,10.857027161142,11.4315289798417,13.249085090098,10.3346197637394,11.2321599056765,11.3146822008849,9.73512394474146,11.0840705990314,10.7528270889564,12.3131963802324,10.5561093335568,10.26347054294,13.755801348676,11.0020552183171,"Ahyacinthus02650"
"Ahyacinthus02653",10.6483959869023,10.3529421309285,10.5723018478938,12.2648304235683,10.3285447561863,10.370110824703,11.4196567177938,10.2784331419075,10.0253054225708,10.0333378337397,11.5103139957457,10.3843635733109,10.0660645351699,10.6888087648274,10.0255405020842,"Ahyacinthus02653"
"Ahyacinthus08433",10.896798734131,11.0098549653479,10.6726404880379,13.3872840718415,11.0475125365636,11.666497554477,12.7145517442237,10.687282015783,10.7678273792206,11.3524093154501,11.2389887091198,12.347070420983,10.7975604535956,14.0033540370515,11.7068386255045,"Ahyacinthus08433"
"Ahyacinthus03210",11.5128382704093,11.3363115018609,10.6083994791388,12.5604861888484,10.7607411569732,12.7115828193428,12.3035833695773,10.9376454002202,10.8867215462072,10.5206219135891,10.3119800242247,12.3047085422888,11.4532110361463,14.5916782324999,11.1821395197687,"Ahyacinthus03210"
"Ahyacinthus10873",8.06112698942056,7.59123759084389,7.55090155327626,8.05214561094006,7.23829656110334,8.02227961859361,9.16312306931434,7.74717412634338,7.75286778012214,7.49493173947592,8.16855591160229,8.38527662422394,7.92834752970154,9.02521535209863,8.35987697072852,"Ahyacinthus10873"
"Ahyacinthus10870",9.06663531689799,8.67172264516602,9.50393878085013,11.5401813852851,8.84142612752572,10.0796100643011,9.52426791916657,8.98843875637818,9.19551371472449,9.02010700846621,9.22870693471991,9.9483712218421,8.98786634322509,10.6034056806652,9.28652372680861,"Ahyacinthus10870"
