gene,trim.211r.gtf,trim.218r.gtf,trim.227r.gtf,trim.235r.gtf,trim.236r.gtf,trim.244r.gtf,trim.253r.gtf,trim.61r.gtf,trim.71r.gtf,trim.76r.gtf,trim.82r.gtf,trim.86r.gtf
Peve_00020601,9.356660681,10.59984923,9.980394106,6.391015158,9.946798692,10.30874766,9.138941398,9.618954282,11.03089703,9.941636556,10.62685428,9.739005609
Peve_00010391,7.116789595,7.156181572,6.998368798,6.391015158,6.788865902,8.315617508,6.828055823,6.391015158,6.391015158,6.391015158,6.391015158,6.946990584
Peve_00010393,6.578481488,6.391015158,6.858237158,8.125871371,7.522295878,6.391015158,7.006765732,6.391015158,6.391015158,7.453309612,6.391015158,6.391015158
Peve_00010392,7.646834725,7.924569129,7.751720852,6.391015158,7.12488432,8.117775181,7.157511768,7.633209303,6.391015158,6.391015158,6.391015158,7.669247179
Peve_00010394,8.035846014,7.356826936,7.767368625,8.984827877,7.919498653,6.391015158,7.909357263,8.119415521,7.686478755,7.761414587,6.391015158,8.015127302
Peve_00027300,9.657917507,10.30129539,9.48351242,8.935931122,8.927140195,9.392741222,10.22094964,8.982609901,8.748110182,8.897000154,6.391015158,9.945936447
Peve_00022155,8.025873026,8.098770673,8.672736567,6.391015158,9.192225051,8.297197861,9.059696494,8.571152582,6.391015158,8.88847953,9.340317564,8.064628475
Peve_00027304,7.552229403,7.275323955,7.792950846,6.391015158,6.391015158,6.391015158,7.65976627,6.391015158,6.391015158,7.345279344,6.391015158,7.59748985
Peve_00022150,8.666574228,9.428955725,9.043441188,6.391015158,10.35903241,9.842368357,8.806286296,9.558288067,9.139758698,8.947030472,6.391015158,8.888324959
Peve_00027307,7.968127976,7.518387396,7.324820927,6.391015158,7.510647126,8.240248928,8.129978184,7.589063614,6.391015158,7.823389621,6.391015158,8.216227684
Peve_00027308,7.43629979,7.672101422,7.193425843,7.97725721,7.418251161,7.29214112,7.205773634,7.50527795,7.716415061,8.434768454,6.391015158,6.966254045
Peve_00010806,7.031716659,6.791423919,7.193425843,6.391015158,6.391015158,8.574032837,6.391015158,6.391015158,6.391015158,8.440778264,6.391015158,7.250064383
Peve_00022158,9.544406099,10.08505044,9.363777018,9.449402727,9.593215137,10.180053,10.30263539,9.35149919,10.10574032,9.82657146,9.99519496,9.952560938
Peve_00022159,8.881389029,9.147672231,9.393596908,8.984827877,6.391015158,9.579143774,8.383646769,9.36241581,6.391015158,8.871275791,9.461285558,8.919135703
Peve_00012890,8.265598073,7.598237966,8.525508306,9.136249399,9.55177721,6.391015158,7.87798722,10.17189535,9.010930924,9.108973571,8.628120345,9.045979148
Peve_00012893,11.43971253,11.43501261,10.45250699,11.36755956,8.983049067,11.19500528,9.630133956,11.02147375,11.47449517,10.72000096,10.6868699,11.00396148
Peve_00012894,6.707479218,6.391015158,6.391015158,6.391015158,9.989984259,8.569039743,10.98854192,7.231284805,6.391015158,6.391015158,6.391015158,6.927000094
Peve_00012897,11.15143974,10.64169516,10.71444795,10.97875978,9.216997409,11.28983307,9.85379568,10.54905567,11.58741646,10.34802742,10.55350722,11.12144189
Peve_00012899,7.496071682,6.391015158,7.385825029,8.078377795,6.391015158,6.391015158,7.210428197,7.363349573,6.391015158,6.391015158,6.391015158,7.172565733
Peve_00022481,9.245292713,9.105956861,9.079090314,9.199310981,8.92177907,6.391015158,8.831961125,8.106970602,6.391015158,9.2106117,6.391015158,9.194176753
Peve_00037705,8.618341286,8.245965439,7.926127402,6.391015158,8.095239343,9.20911238,8.245102041,8.685002448,8.436514713,9.04571183,8.289074001,9.053529498
Peve_00037704,10.20075809,9.560790274,10.95265461,10.37125128,10.35451706,10.73720555,10.05447653,10.60100875,9.662155619,11.59495408,9.979216562,9.7157679
Peve_00037707,8.766474891,8.386066473,8.589016822,8.186417697,7.70643198,6.391015158,8.069955931,8.06883902,6.391015158,7.990896392,8.931782543,8.469156787
Peve_00037706,7.718585495,7.860089448,7.52969249,6.391015158,7.179394239,6.391015158,7.640067269,7.964211479,6.391015158,7.276711245,6.391015158,7.998150983
Peve_00037701,8.06162994,8.292892101,9.36080924,8.352008402,8.524613769,9.043804691,7.807627677,9.052364991,7.655647843,9.975396086,8.89736512,8.075352383
Peve_00037700,7.379332188,7.047142233,7.372932285,6.391015158,7.474802652,6.391015158,7.449196475,7.080257472,8.543921744,8.041696337,6.391015158,7.48356441
Peve_00037703,8.928591477,8.758950937,8.794049078,6.391015158,9.452905948,8.949279736,8.849855994,8.665019309,8.1899531,8.60920598,9.207853472,9.033302125
Peve_00037702,10.9797511,11.10279323,10.07964459,11.38538086,11.5475258,11.19500528,11.13035318,11.07584812,10.75043813,10.77938829,11.12287835,11.32546209
Peve_00037709,9.566056096,9.575098977,9.784584355,9.705165827,8.445009613,8.802314756,9.05430755,9.748676096,6.391015158,8.710559104,6.391015158,9.294702177
Peve_00002415,10.73090718,10.91243302,11.34272381,10.47225438,10.86583728,10.67318425,10.69143162,10.85372722,11.40107422,10.74771602,11.21395865,10.96147881
Peve_00002414,11.04775279,11.14075658,11.95861393,10.41251133,11.71786217,10.64968988,11.03270635,11.98213238,6.391015158,12.03132593,10.98641653,10.75982487
Peve_00002417,8.64382568,8.913712096,8.64541588,8.565765224,8.715158764,6.391015158,8.881889792,8.70273362,9.291906263,8.94293088,8.232311693,8.741831965
Peve_00017628,7.305542687,6.95549038,7.135741815,6.391015158,6.926106151,7.479729684,7.078168645,7.07079289,6.391015158,6.800283046,6.391015158,7.053808447
Peve_00017620,7.884904599,7.918284805,8.592504662,6.391015158,8.599623051,8.214073031,8.251744121,8.802625191,7.321900483,9.141324078,7.421365493,7.144776636
Peve_00011274,7.031716659,6.391015158,7.527506446,6.391015158,6.391015158,8.702148608,7.019267923,6.391015158,6.391015158,6.391015158,6.391015158,7.002872538
Peve_00011277,9.778521448,10.41808185,9.389722158,9.408747033,9.774232014,10.25479318,10.48165403,9.900052398,10.62353746,9.74816965,10.41831788,10.09818248
Peve_00011276,7.438503762,6.391015158,7.291114124,6.391015158,6.391015158,6.391015158,6.845757999,7.168128162,6.391015158,7.201594536,6.391015158,7.158808567
Peve_00011271,7.174113325,6.391015158,8.974482883,6.391015158,8.112122749,8.043945141,7.177207043,6.852916989,6.391015158,9.155462162,6.391015158,9.294702177
Peve_00011273,10.83085144,10.45785851,11.23391525,10.48335682,10.84625461,10.99847871,10.89149964,10.80328628,9.436707836,11.37898084,10.61660299,11.00712928
Peve_00011272,8.702178739,7.71093512,7.688562467,6.391015158,8.517355369,8.309507651,7.445720049,7.231284805,6.391015158,8.440778264,6.391015158,7.144776636
Peve_00024652,6.837674708,6.391015158,7.212728286,6.391015158,6.391015158,6.391015158,7.587561516,6.9893127,7.801440885,6.839047934,6.391015158,6.391015158
Peve_00024657,8.378429092,7.563560825,8.117225609,8.215598857,8.135367503,7.635247809,8.089038845,8.106970602,7.116966447,7.919495463,9.030106039,7.806120977
Peve_00024655,9.137015022,9.676365409,8.949367477,8.99280962,8.881803549,9.84633309,8.793262761,9.125926849,8.748110182,8.60920598,7.734157975,9.269171372
Peve_00023688,6.864535196,6.391015158,7.413530586,6.391015158,7.134272322,6.391015158,7.587561516,6.919493524,6.391015158,7.575615601,6.391015158,6.785357631
Peve_00024659,10.33579525,10.20869677,11.17494523,9.460805212,9.873584713,10.05407512,10.40878731,9.986489869,9.291906263,10.80489221,8.232311693,10.11597106
Peve_00002936,9.362544246,9.328686658,9.678866028,6.391015158,8.93248026,8.702148608,9.129601059,9.254432292,6.391015158,9.625538491,6.391015158,8.782279401
Peve_00002937,7.016330456,7.141651926,7.209546091,6.391015158,8.794192771,6.391015158,7.724571419,7.125619248,6.391015158,7.258610583,6.391015158,6.812399124
Peve_00002934,7.192229219,7.410537934,7.255921694,8.402681259,7.343793546,6.391015158,7.11636632,7.275397161,6.391015158,6.391015158,6.391015158,7.364207791
Peve_00002935,7.268686109,7.047142233,6.966689695,6.391015158,7.758048277,6.391015158,7.259813079,8.052582482,7.745518531,6.938654823,7.640502712,7.199311964
Peve_00002932,7.103368566,6.391015158,6.93799686,7.764779253,8.541394175,6.391015158,8.255051857,8.113209195,6.391015158,6.391015158,7.287897242,7.237692568
Peve_00002933,7.760648601,7.973634711,7.114181373,6.391015158,6.391015158,6.391015158,7.449196475,7.864621514,6.391015158,6.391015158,6.391015158,7.405813205
Peve_00002930,7.416214622,7.873285761,7.212728286,8.619386367,7.556408296,8.051538322,7.58456125,7.35041369,6.391015158,6.391015158,6.391015158,7.852451175
Peve_00023359,12.32122778,11.69589949,11.48583945,11.48102221,12.18738255,11.44906201,12.06764725,11.07548509,11.01835257,11.00848035,11.66489809,12.07728458
Peve_00023357,8.281917697,8.311179401,8.310508924,6.391015158,8.685605728,8.823133918,8.968906921,8.313590131,6.391015158,7.02213398,6.391015158,7.927636297
Peve_00023356,7.198168613,7.250428386,6.980486516,6.391015158,6.391015158,6.391015158,7.631505865,6.391015158,7.655647843,7.201594536,6.391015158,7.425893158
Peve_00023355,8.028374233,7.979623052,7.425840266,8.619386367,8.021586714,6.391015158,7.732395628,7.720527003,8.902864287,8.137180096,8.788525863,7.729056353
Peve_00023354,9.857602497,9.105956861,10.1615095,6.391015158,9.487832445,9.174405203,9.35189014,9.212010916,6.391015158,10.41447778,9.262362675,9.301012358
Peve_00023353,7.369860198,7.1980617,7.682966492,6.840220319,7.550806678,6.391015158,7.807627677,7.13433304,6.391015158,7.393230402,7.640502712,7.395598166
Peve_00023352,8.341287084,8.550449033,8.133614478,8.312625528,9.041687233,8.613307527,9.271969141,7.382391189,9.291906263,8.016572437,6.391015158,8.009495963
Peve_00023351,10.1337692,9.47556422,9.733852216,9.575253114,10.16406226,9.88922948,10.42011028,10.39549204,8.656730099,10.4807385,10.04208148,10.57730621
Peve_00023350,8.017076484,7.873285761,9.456028511,6.391015158,8.381895143,6.391015158,8.594911064,7.215995508,8.880180801,9.007089738,6.391015158,7.692081782
Peve_00026497,6.874848011,7.275323955,6.923041451,6.391015158,7.329524201,6.391015158,6.391015158,7.125619248,6.391015158,6.391015158,6.391015158,7.053808447
Peve_00026496,8.643060613,8.212026117,8.652923098,8.271966241,8.957127159,8.194068879,6.83699753,9.214700599,8.696664243,8.05815228,6.391015158,8.791442572
Peve_00026495,7.34815389,6.391015158,7.252916219,6.391015158,6.391015158,6.391015158,6.939737645,6.391015158,6.391015158,7.729028955,6.391015158,7.262240569
Peve_00026493,9.225001803,8.531485664,8.861894422,6.391015158,8.497798843,9.365161017,6.391015158,8.152990258,9.60908713,9.379071173,6.391015158,9.171324496
Peve_00026491,7.089668735,6.914087834,6.942887786,7.721281137,7.221845409,6.391015158,7.186854646,7.652221482,6.391015158,6.391015158,6.391015158,7.237692568
Peve_00026490,7.155525888,7.918284805,7.099412305,9.09254882,7.300220028,8.937939458,6.925269568,7.887525105,8.957968582,8.422663647,9.365362949,7.757727083
Peve_00026499,6.81492142,6.391015158,7.106838005,6.391015158,7.044526334,6.391015158,6.391015158,7.02118352,6.391015158,7.4386661,6.391015158,7.002872538
Peve_00010632,7.728442213,6.391015158,8.039882748,8.352008402,7.143533171,8.806504443,7.019267923,7.376091007,6.391015158,7.973457879,6.391015158,7.331610535
Peve_00025219,6.832099755,6.391015158,6.760988241,6.391015158,7.152671532,7.940454925,6.953816645,6.955537958,6.391015158,7.750728873,6.391015158,6.391015158
Peve_00010630,10.3138102,9.984727388,10.02934237,9.596035189,9.563097458,9.480082158,9.498547291,9.233383702,8.914065324,8.587966646,8.750197502,10.07653903
Peve_00010631,9.618580045,9.225221741,10.412502,6.391015158,10.73523554,9.820362017,9.830733503,10.55010293,9.350015316,10.59330412,8.395421623,9.078401614
Peve_00025212,6.894817725,6.391015158,6.391015158,6.391015158,6.391015158,7.29214112,6.391015158,6.391015158,9.719566735,6.99566009,6.391015158,7.158808567
Peve_00025217,7.659147011,8.049176399,8.039882748,6.391015158,8.421705293,6.391015158,7.676353004,8.106970602,8.22830235,7.910247791,6.391015158,8.064628475
Peve_00012708,8.439809373,6.761890518,7.011423214,6.391015158,6.391015158,6.391015158,6.871050268,8.185659787,6.391015158,6.391015158,6.391015158,7.020338869
Peve_00012709,7.0467191,7.470938849,6.933059691,7.242254609,6.96435076,6.391015158,7.581551766,6.391015158,6.391015158,6.391015158,6.391015158,7.309144317
Peve_00015578,6.665217967,6.391015158,6.636803208,6.391015158,7.28515979,6.391015158,7.449196475,7.200386003,6.391015158,6.391015158,6.391015158,7.212326216
Peve_00015579,8.77828003,9.407064041,10.2566638,9.585682476,8.583578274,9.630795315,8.7489146,9.050852844,8.656730099,9.513155943,8.89736512,9.328030904
Peve_00012700,7.969442975,8.125457496,7.627231064,6.391015158,7.899550792,6.391015158,8.120795676,8.088057277,6.391015158,7.047476908,9.091938751,7.605721806
Peve_00015570,8.429030327,8.662266287,8.33839486,8.29921881,6.391015158,8.569039743,7.959077473,7.876132057,9.333658398,8.527717058,8.445431433,8.127571243
Peve_00012703,7.075673287,6.391015158,7.523119171,6.391015158,6.391015158,6.391015158,7.354030139,7.275397161,6.391015158,7.562778454,6.391015158,7.130454202
Peve_00015577,9.116677562,9.039606634,8.575854169,9.016478975,8.900120412,7.889348492,9.000156487,8.273305278,6.391015158,8.527717058,9.207853472,9.012771738
Peve_00012706,7.13965067,7.839995722,7.63314114,6.391015158,6.391015158,6.391015158,7.35015128,7.466144841,6.391015158,6.391015158,6.391015158,7.34261806
Peve_00015575,10.38032,9.780120042,10.43867832,10.6842602,10.17069033,10.38129179,9.967091742,10.77850212,9.78671178,11.17493846,10.34561568,10.04839645
Peve_00022976,9.668128052,9.78779483,10.84128432,9.548836623,9.187807091,10.02119857,6.391015158,9.747757661,10.53105945,9.491219467,9.389967129,9.973554319
Peve_00022977,6.820726115,8.583904231,7.270777143,6.391015158,8.315481045,6.391015158,9.090717557,7.652221482,6.391015158,6.391015158,6.391015158,7.199311964
Peve_00039074,7.558054512,7.762988019,7.688562467,6.391015158,7.411740798,6.391015158,7.525717624,7.289564426,6.391015158,7.562778454,6.391015158,7.676915183
Peve_00018441,7.330874022,7.367841668,7.667893334,6.391015158,7.196670793,8.481092702,7.871149228,7.483119662,8.283681225,7.625348129,6.391015158,6.391015158
Peve_00044181,8.209951288,8.071474431,8.332014282,6.391015158,8.437288467,7.635247809,8.532678525,7.887525105,6.391015158,8.10619276,6.391015158,8.413547593
Peve_00041357,8.279889399,8.093361201,7.056974064,6.391015158,6.391015158,8.475728868,7.516086355,6.391015158,6.391015158,6.391015158,6.391015158,8.258261273
Peve_00041356,9.21298501,8.840064864,9.560302818,6.391015158,9.729852503,8.637271636,9.185536903,9.510193221,6.391015158,9.809029617,8.584788812,8.533610188
Peve_00041355,9.630198305,10.05238823,9.532543375,10.00520406,8.677039845,10.63722804,9.755397908,10.15129334,9.986572444,9.917314318,10.84443622,9.671341767
Peve_00041354,8.246978634,8.746024777,8.294134494,8.52122753,7.605421334,9.138804592,7.268460382,8.898989095,8.301606393,8.016572437,8.343367812,7.286038171
Peve_00044189,8.132357716,8.644861163,8.118494248,8.841443723,8.969285376,7.898028475,8.109683267,8.242912451,8.387588823,8.090393589,8.493566888,7.963434287
Peve_00044188,11.02572202,11.10279323,10.52648485,11.7567178,10.4970666,10.66651073,11.20388354,11.45302996,11.58231642,11.11773824,11.193446,12.07064677
Peve_00041359,7.605286507,7.322886859,7.132195655,6.391015158,7.762618212,6.391015158,7.126887303,7.419259685,6.391015158,7.328669482,6.391015158,6.946990584
Peve_00041358,7.87494988,8.049176399,7.580715187,6.391015158,7.621231538,6.391015158,7.496522488,7.223679063,6.391015158,7.882040634,7.421365493,8.075352383
Peve_00021443,9.31710099,9.164489286,9.853597483,8.41504039,11.15384655,9.102261263,9.253394914,9.376839823,6.391015158,10.1366481,8.710737884,9.162076821
Peve_00021444,6.549484936,6.391015158,6.80273105,6.909023346,6.391015158,6.391015158,6.391015158,7.107846603,7.801440885,7.453309612,7.537234854,6.946990584
Peve_00021447,10.32324102,11.44660007,12.24191504,10.2625747,7.682100596,9.477513882,8.235071584,12.43807929,11.17573092,9.0226695,11.76090256,12.29610957
Peve_00021446,7.569600424,6.391015158,6.760988241,7.826884439,6.391015158,6.391015158,6.939737645,7.253655815,6.391015158,8.008076504,7.537234854,7.511093905
Peve_00017369,7.362686491,6.391015158,7.929112806,6.391015158,8.039544422,8.153050303,7.100267643,7.051426803,7.686478755,8.373063422,7.899881634,8.157847278
Peve_00017367,8.253216223,8.221818792,9.01767009,6.391015158,7.91156173,8.066579782,9.148218948,8.075279692,6.391015158,7.201594536,6.391015158,8.070002547
Peve_00017366,6.744656478,6.391015158,6.971327043,6.391015158,6.391015158,7.308145979,6.391015158,6.391015158,8.670175565,7.377544213,6.391015158,6.785357631
Peve_00017363,7.40256609,7.156181572,6.886311418,8.29921881,6.391015158,6.391015158,6.902765383,7.363349573,6.391015158,7.408637813,6.391015158,6.391015158
Peve_00022156,11.46240106,11.18698801,10.98909746,10.67219235,11.18931693,10.93239113,11.28772969,11.71461957,10.11995939,10.17639648,10.64713968,11.41303502
Peve_00027301,10.11107671,10.09371772,10.32094967,9.958065095,11.26152163,10.24584865,9.906683379,10.21884115,9.429044947,9.345743528,9.2888356,10.73938378
Peve_00003139,8.694839445,9.885391212,9.873009315,9.810909509,9.478284068,8.875805584,8.893076787,9.72553448,9.481825736,8.008076504,9.235375679,9.944607837
Peve_00003138,8.674071031,7.955480594,8.287524235,8.660764091,8.312636385,7.779509423,8.782312508,8.400393442,9.2575788,8.025007041,6.391015158,8.162820495
Peve_00014627,7.192229219,6.391015158,8.187492808,6.391015158,6.391015158,6.391015158,6.987491203,6.852916989,6.391015158,7.408637813,6.391015158,7.250064383
Peve_00014626,8.169554556,8.269650037,7.491821402,8.796208877,7.739569605,8.918826346,8.016838799,8.065605523,6.391015158,7.964638821,6.391015158,8.281011622
Peve_00014621,7.81326811,7.899219581,7.671682437,7.498656691,6.391015158,6.391015158,7.100267643,7.558493482,6.391015158,7.750728873,8.89736512,8.042884626
Peve_00014620,7.362686491,6.844623863,7.234632275,7.846823831,7.161691786,6.391015158,7.431678126,7.310355425,6.391015158,7.562778454,6.391015158,7.297674298
Peve_00014623,7.726805837,8.125457496,7.878815707,6.391015158,7.61071938,6.391015158,7.5225181,7.49426488,6.391015158,7.377544213,8.110253486,7.464745053
Peve_00014622,8.688199248,8.989006065,8.578497297,7.885656276,9.9587847,8.284765733,7.334453419,8.780652087,8.387588823,8.05815228,8.289074001,8.924663295
Peve_00022152,8.662809858,8.120167383,8.175455739,6.391015158,7.739569605,6.391015158,8.018849532,7.864621514,8.45241654,8.379370163,8.172811764,7.580816635
Peve_00003132,8.28697406,8.550449033,8.148547503,6.391015158,7.4686909,6.391015158,7.737579668,7.829354725,6.391015158,8.555448198,6.391015158,8.401310633
Peve_00014629,7.099970375,7.431127953,7.072734685,6.391015158,7.269808663,6.391015158,7.083764572,6.391015158,6.391015158,7.345279344,6.391015158,7.225116337
Peve_00003137,6.913996011,6.391015158,6.863990253,6.391015158,7.221845409,6.391015158,7.037540396,6.391015158,6.391015158,6.391015158,6.391015158,6.927000094
Peve_00027306,7.741442536,7.918284805,7.068831349,8.532505476,7.600094805,7.169761287,7.619975882,7.62356687,6.391015158,7.423779131,8.232311693,8.28551224
Peve_00022151,7.992860373,8.161852872,7.929112806,8.011943903,8.074658971,8.013072047,7.593534683,8.062363178,7.407382091,8.49938182,6.391015158,7.99243671
Peve_00018836,8.508603946,8.146388769,9.311933064,6.391015158,8.87069334,6.391015158,8.528688688,8.784339338,6.391015158,9.137766819,6.391015158,8.587945006
Peve_00003687,8.030870116,8.620102112,8.109585487,9.53812959,7.866878882,8.166877313,8.622475969,8.533867672,6.391015158,8.074382337,6.391015158,8.096514352
Peve_00003686,8.254252775,7.860089448,8.348957948,6.391015158,7.578495901,7.589994366,7.547817742,8.533867672,6.391015158,8.77717261,6.391015158,7.721765325
Peve_00003685,8.623011599,6.391015158,8.743734405,9.016478975,9.048231647,8.502328242,8.255051857,8.824244886,6.391015158,9.7249481,6.391015158,7.785646433
Peve_00003683,8.919281386,9.095955221,8.766839235,6.391015158,9.127510917,9.443691185,9.703793329,8.813478456,8.925174722,8.56637772,8.289074001,9.097980283
Peve_00003682,7.12010311,7.451252755,8.191080911,6.391015158,8.141927327,8.339764201,8.739865885,8.422411311,6.391015158,6.907674928,6.391015158,8.162820495
Peve_00003680,8.062843815,8.565423756,6.391015158,6.391015158,8.687738589,8.357575486,9.13724785,6.391015158,6.391015158,8.700765451,6.391015158,6.391015158
Peve_00016704,7.479388755,7.748375302,8.935286653,6.391015158,7.720762174,8.867834714,6.828055823,9.622974241,6.391015158,8.60392825,6.391015158,8.397205425
Peve_00016706,8.333531411,8.930807663,9.49615633,9.09254882,9.066069505,8.993720265,9.497893404,9.177941669,9.662155619,9.237384356,7.82016089,10.37600017
Peve_00016707,7.621750532,7.918284805,8.050670213,8.271966241,7.213548472,9.325610068,7.191630574,8.173881169,9.240091803,8.341050041,6.391015158,8.794483116
Peve_00016701,7.838651758,7.695576033,8.133614478,6.391015158,6.391015158,6.391015158,7.608311183,6.391015158,7.485243082,7.536580368,6.391015158,7.645891409
Peve_00016702,9.523625954,8.980842529,9.988035039,9.921656499,8.948375826,8.518029565,9.131304013,9.398200503,8.601536288,10.32670845,9.979216562,9.030752592
Peve_00003688,8.28293061,8.583904231,8.301802549,8.171561772,9.015192563,9.043804691,8.738730475,8.326735595,6.391015158,8.239801965,6.391015158,8.738669371
Peve_00018837,6.853984344,6.391015158,6.730248957,7.698838426,8.376491838,6.391015158,6.917879625,6.823313419,6.391015158,6.391015158,6.391015158,6.86172261
Peve_00044459,7.706967482,6.391015158,7.31929926,6.391015158,7.711230587,6.391015158,7.132087082,6.391015158,6.391015158,7.982210007,7.287897242,7.878077742
Peve_00044456,9.181450494,6.391015158,8.01524257,6.391015158,6.391015158,6.391015158,6.391015158,7.578979726,8.20927743,7.910247791,9.12184275,7.425893158
Peve_00044455,7.893367322,8.082468121,7.372932285,6.391015158,6.391015158,7.889348492,7.499811703,7.809261754,6.391015158,7.481906092,7.82016089,7.986694149
Peve_00044454,8.123165226,7.973634711,8.050670213,7.023772607,7.143533171,9.255081955,8.792171746,8.284175562,8.601536288,8.341050041,9.414145833,9.020506747
Peve_00044453,7.799586896,7.833215653,7.625253273,6.391015158,7.744219539,6.391015158,7.812461173,7.902537953,6.391015158,7.919495463,6.391015158,7.750631768
Peve_00044452,7.652129714,8.398834375,7.582783899,6.391015158,8.637792779,6.391015158,7.651370657,8.527175859,6.391015158,7.79284616,6.391015158,8.122450563
Peve_00044451,11.52134518,11.65529162,12.12105112,11.25411852,10.88872247,10.90904145,10.96909108,10.40073022,11.23978675,11.10441479,10.89616353,11.34160337
Peve_00044450,8.990856955,8.36884069,8.837484941,6.391015158,8.979621135,9.579143774,9.271969141,8.833151636,6.391015158,8.822804312,8.493566888,8.824516217
Peve_00042118,11.19368702,11.4732803,11.7089246,11.12213159,12.27534009,11.14713652,11.96164785,11.20756554,11.22676572,8.32144498,10.61660299,11.20324153
Peve_00045328,6.932467081,6.391015158,7.040803841,7.119758605,7.662213207,6.391015158,6.83699753,7.483119662,6.391015158,7.946794989,7.82016089,7.364207791
Peve_00045329,9.893381424,9.620623282,10.12679246,8.565765224,9.225635948,6.391015158,9.400400485,9.101354468,9.44432904,8.114014823,8.110253486,9.129213558
Peve_00042110,9.007887378,8.630770089,8.968576173,8.55477255,8.85197108,9.01899149,8.174872524,8.904052944,7.321900483,8.901240469,9.030106039,8.522466284
Peve_00045327,9.258008142,9.209130885,8.052011732,6.391015158,7.539504429,8.028610204,8.164248457,8.223175693,8.821749714,8.24681399,6.391015158,8.946551659
Peve_00042113,8.191556212,7.726071459,8.180284827,6.391015158,7.357823058,6.391015158,7.926898752,6.391015158,6.391015158,6.391015158,6.391015158,7.71442326
Peve_00045320,7.573418724,8.020697287,7.375526392,6.391015158,6.391015158,6.391015158,7.11104333,6.391015158,6.391015158,7.910247791,6.391015158,7.069884052
Peve_00042117,7.94419684,7.461149083,8.29303521,7.652436639,7.785179744,8.059082964,8.000626971,7.917353369,6.391015158,8.137180096,8.825790113,7.563854095
Peve_00000798,8.050648629,7.740992872,7.656440962,6.391015158,8.01796191,8.265882069,7.889291707,8.072063725,6.391015158,6.391015158,6.391015158,7.903129466
Peve_00000799,6.820726115,7.029926501,7.142779597,7.380049265,7.739569605,7.760074772,7.078168645,7.35690643,7.880279027,7.536580368,8.539975996,6.906197801
Peve_00000790,6.923315274,7.287481788,7.35984189,6.391015158,6.988422631,6.391015158,7.541555481,7.184437236,6.391015158,7.613147166,6.391015158,7.225116337
Peve_00000791,8.38591531,8.476866744,9.092374092,6.391015158,8.941334041,7.740279394,8.632358184,8.675048523,6.391015158,8.809276701,6.391015158,8.409481625
Peve_00000792,10.526976,10.34647325,10.81942832,10.44127139,11.13559051,10.38129179,10.82811436,11.5177496,10.89749852,11.13618617,10.8531878,10.96994648
Peve_00000793,11.08409683,10.90684579,10.67119273,9.279162289,11.62029228,10.4175568,10.35758833,10.03233438,8.13007064,8.560924384,9.461285558,9.829762696
Peve_00000795,7.271376324,7.029926501,7.261897902,6.391015158,6.391015158,6.391015158,7.306242919,7.125619248,6.391015158,6.391015158,6.391015158,6.86172261
Peve_00043865,8.741126758,8.2169322,8.088970259,6.391015158,8.138651869,6.391015158,8.611269146,8.544944841,9.091627276,7.672725593,8.493566888,8.587945006
Peve_00043862,6.81492142,7.322886859,6.971327043,6.391015158,6.391015158,6.391015158,6.953816645,6.391015158,8.735433538,6.757319455,6.391015158,6.391015158
Peve_00004480,9.370200928,10.0813197,9.62247482,10.35622247,10.3660993,9.151856663,9.728998411,10.28774612,10.06711464,9.833094109,10.26902038,9.688961807
Peve_00004481,7.720234726,7.345666444,7.401046239,8.640237302,6.391015158,6.391015158,7.399247014,7.499787681,6.391015158,6.391015158,6.391015158,7.100866721
Peve_00004483,9.488569865,9.496419617,9.295944429,9.199310981,8.691994061,9.057784631,8.814899095,8.817076841,8.80975346,7.523206962,8.289074001,8.970762679
Peve_00004484,7.189241268,6.391015158,7.106838005,8.364867578,7.573020907,6.391015158,6.895031043,6.391015158,6.391015158,7.117880969,6.391015158,7.002872538
Peve_00004485,7.641511891,8.202154768,7.850398185,6.391015158,6.988422631,7.779509423,7.852706415,7.939219539,8.683485983,7.729028955,6.391015158,8.085980352
Peve_00004486,9.685461925,8.269650037,9.411856794,9.107270226,10.0073925,8.303367879,8.940841454,8.488590154,8.821749714,8.813801029,6.391015158,8.941112492
Peve_00004487,9.394688976,9.142829508,9.385350191,9.671348724,8.939567888,9.296656387,9.11245484,9.342949065,6.391015158,8.813801029,9.151111854,9.400231074
Peve_00039628,8.248020415,7.664155832,7.920132938,8.339017071,6.391015158,6.391015158,6.391015158,7.776319483,7.745518531,8.341050041,9.12184275,7.903129466
Peve_00009160,8.769957799,8.221818792,9.504224846,8.377597559,9.775202597,8.926503866,8.950584653,9.25312606,7.365717091,9.305301696,8.110253486,8.791442572
Peve_00009161,8.159522636,8.689647326,8.107027926,8.028907428,8.397968664,8.14607722,8.271459607,8.052582482,9.629222461,8.555448198,6.391015158,7.826216959
Peve_00009162,9.43256993,9.199851536,9.261279678,7.97725721,9.768394506,8.398186634,9.568679083,9.058396974,6.391015158,9.330327487,6.391015158,9.364597487
Peve_00009164,8.694103282,7.879825763,8.086368153,8.598199998,7.939101413,8.357575486,8.350414621,8.329348275,9.149186639,8.049953002,7.734157975,8.735499269
Peve_00009165,6.87991988,7.111634724,6.760988241,6.391015158,6.391015158,7.383815321,6.65928466,7.238814848,6.391015158,7.562778454,9.340317564,7.130454202
