gene,trim.321ra.gtf,trim.331ra.gtf,trim.336r.gtf,trim.370r.gtf,trim.380r.gtf,trim.410r.gtf,trim.414r.gtf,trim.419r.gtf,trim.468r.gtf,trim.512r.gtf,trim.549r.gtf,trim.568r.gtf,trim.571r.gtf,trim.581r.gtf,trim.586r.gtf
Ahyacinthus14688,7.323626127,7.80289183,7.301218632,8.602254119,7.886987402,7.496780628,8.008306742,7.854879207,8.329804442,7.090637172,6.98591662,9.162377383,7.694521329,7.416153795,7.26335248
Ahyacinthus14689,8.311690351,8.271762214,7.33090389,11.49534914,8.293409521,8.284176655,8.434834681,8.279963756,9.203943836,8.503215317,7.819513728,12.49603107,8.708298123,12.77524124,7.323139594
Ahyacinthus14680,8.167153407,9.590977184,8.278241239,9.713453878,6.47174412,8.892045379,10.43578935,8.580716801,7.849611186,8.906771171,9.701067564,6.977075549,6.47174412,8.695862452,9.489736772
Ahyacinthus14682,6.988043838,7.807778516,6.47174412,6.47174412,7.238296561,6.47174412,8.67669503,8.744179048,8.061939493,6.47174412,8.996898499,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus14683,8.604106698,8.13068318,7.33090389,6.47174412,8.209618773,7.165853806,8.466886504,8.679562454,8.679942349,7.430491479,8.153896467,8.05286416,8.183205249,8.967827069,8.04645957
Ahyacinthus01885,10.10452627,10.57951412,10.71802964,8.870152666,10.44118175,10.09252627,10.49976307,10.73327257,10.42576955,10.58305102,10.15581411,9.741232671,10.37108672,9.48036518,10.22312744
Ahyacinthus17087,6.951897369,7.340857319,9.757844061,6.47174412,7.82795381,6.859324562,7.14428905,7.23209326,7.029483999,6.47174412,7.260103056,7.805432302,7.784821534,6.47174412,7.061227487
Ahyacinthus17086,6.582380818,7.02897541,8.141038726,6.47174412,7.663870753,6.859324562,6.862369318,7.084602286,7.029483999,6.47174412,7.785886781,7.10902224,7.522637963,6.47174412,7.287848775
Ahyacinthus17085,6.939203327,6.894084904,8.106327975,6.47174412,7.208081949,6.807649672,7.007170405,7.295273442,6.751913467,6.47174412,7.565082565,7.280121713,7.102267782,6.47174412,6.47174412
Ahyacinthus17084,7.206144445,7.797982274,6.47174412,6.47174412,7.50940331,6.47174412,7.582692387,7.346456724,6.47174412,7.393153158,6.47174412,6.47174412,7.497106985,6.47174412,6.47174412
Ahyacinthus17089,8.131867851,7.61517009,8.024231239,8.660365298,6.47174412,8.242920034,8.578942319,6.47174412,7.406881435,7.891303964,8.331845402,7.365953843,8.681362579,6.47174412,6.47174412
Ahyacinthus17088,9.019605146,9.009123782,9.444922653,9.758861121,9.265952967,8.479034104,8.058084717,8.844724196,8.70753202,8.717500638,8.837276338,8.273133386,7.77517248,9.520216689,8.839725207
Ahyacinthus13792,9.51422692,7.102484519,8.183043223,8.9974017,8.94537699,7.426114596,8.131035097,8.57848237,8.661222086,9.362565345,8.817015904,8.059572706,9.194918918,6.47174412,9.895285696
Ahyacinthus13791,7.789780949,7.944885582,8.394665642,6.47174412,6.47174412,7.462174014,6.47174412,7.606002257,8.092105998,7.424384034,6.47174412,6.47174412,7.745672237,6.47174412,8.37237455
Ahyacinthus13797,7.919483061,6.894084904,6.47174412,6.47174412,6.887597898,6.47174412,7.179972477,7.39448842,8.191975306,7.64068666,6.47174412,6.47174412,6.47174412,6.47174412,7.450311896
Ahyacinthus13795,7.460475763,7.146812975,6.47174412,8.26401457,7.732705575,6.47174412,7.362401027,7.215377067,7.062863817,7.953738955,8.369486554,7.352295448,7.640596371,6.47174412,7.863946744
Ahyacinthus15799,7.173402384,7.324458747,6.911041152,6.47174412,7.154494898,6.746215659,6.840153289,7.54652158,6.47174412,7.38031903,6.719748439,6.47174412,7.497106985,6.47174412,7.399720789
Ahyacinthus15798,7.431314702,9.595809889,9.736093796,6.47174412,8.692203007,8.276036035,8.89456981,8.855643737,8.645414968,8.910097256,8.377699091,8.643230372,8.60670574,6.47174412,7.224963847
Ahyacinthus15791,7.852774758,8.769913631,7.878023544,6.47174412,7.749202617,7.78639859,8.466886504,8.059850273,7.653503052,8.291914373,8.389917702,7.418378477,7.27590775,6.47174412,7.334547667
Ahyacinthus15790,8.0419419,7.768029385,8.0003459,6.47174412,7.760054556,8.081446101,7.999018239,8.080120616,6.47174412,7.575854471,7.799467252,6.47174412,7.91991349,6.47174412,7.824824304
Ahyacinthus15793,7.460475763,6.794789971,6.47174412,7.699728185,6.47174412,7.708150047,6.940586739,6.47174412,6.47174412,7.261753462,6.98591662,7.726741512,6.949984957,6.47174412,6.47174412
Ahyacinthus15792,7.156396624,7.425447322,6.47174412,6.47174412,7.451468213,7.240124205,7.380188589,7.215377067,6.47174412,7.326805658,7.456072447,6.47174412,7.102267782,6.47174412,6.47174412
Ahyacinthus15795,7.793830375,8.588525253,8.817148862,6.47174412,8.252235049,8.091019586,7.951392303,7.910752436,7.786119919,8.349455524,7.736901141,6.47174412,8.155958484,6.47174412,9.000346327
Ahyacinthus15797,6.988043838,7.403238069,7.894076765,6.47174412,8.161682846,6.47174412,7.712799732,7.494798758,8.401055955,8.759056594,7.826112104,6.47174412,8.415513812,6.47174412,6.47174412
Ahyacinthus15796,8.152578435,8.086016461,9.539969566,7.561612776,9.244790782,8.436674833,7.822466425,8.16099073,9.034190371,8.527865204,9.039602119,7.870740191,8.537670063,6.47174412,8.109915861
Ahyacinthus09844,7.646240453,7.4470813,7.311243388,6.47174412,6.887597898,8.292263592,9.153713702,7.671799538,6.47174412,7.442574756,7.692951006,7.233172627,8.398676449,6.47174412,6.47174412
Ahyacinthus09845,8.961559116,7.940582271,8.149559221,6.47174412,9.105071384,10.90188223,9.722224775,7.902944063,8.373828116,7.758700891,8.694919361,6.47174412,8.443085888,6.47174412,7.996462751
Ahyacinthus09846,12.08238846,9.165596596,12.1355187,9.777883198,11.62974506,12.52183722,12.2333772,10.55654202,11.63299475,10.3494089,10.7561016,6.47174412,11.13857812,8.07984603,11.44372591
Ahyacinthus09847,9.520487059,9.769213674,8.984391506,9.123841028,10.19711474,8.808382127,10.12798197,10.28886825,10.19400222,9.483731699,8.742033532,9.338014809,10.36163151,6.47174412,9.747349522
Ahyacinthus09841,12.56809079,11.54261266,10.49044373,10.91133332,12.51520149,13.13293921,13.6385268,12.65479558,10.39719477,11.29205292,10.55498491,11.43899188,11.51764958,9.771402271,11.03955771
Ahyacinthus09842,8.035475102,6.47174412,6.47174412,6.47174412,7.285947093,8.128548557,9.076021496,7.36739701,6.47174412,6.47174412,7.123162223,6.47174412,8.235909087,6.47174412,6.47174412
Ahyacinthus09843,7.552904631,7.372656149,7.076627567,6.47174412,6.47174412,7.882365118,8.899131007,7.616422792,6.47174412,6.957687267,7.041481571,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus09848,8.608185027,8.173719932,8.178908775,8.320935974,8.059562948,8.022279619,7.989652937,8.431763291,8.479379374,8.078700234,8.178229621,7.309820833,8.316958357,6.47174412,7.586509287
Ahyacinthus09849,8.445668154,8.406985264,8.149559221,8.075129514,8.58688705,8.385392362,8.301381913,8.230823241,8.271409122,8.14403731,8.685291035,8.84062212,8.635204199,6.47174412,9.005470494
Ahyacinthus17339,11.95926746,11.27511727,12.73805697,10.66328286,12.03324393,11.97282183,10.54558247,11.53579968,12.816963,11.60345517,12.08214968,12.50643604,11.91540362,10.17981799,11.73817763
Ahyacinthus17338,10.6992746,10.38995556,10.12881907,11.12769885,10.51786588,10.62182357,10.301071,10.44739522,10.38723885,10.56731413,9.992963553,11.11068788,9.848493576,10.55492938,10.50016275
Ahyacinthus17331,8.229254447,7.974552407,7.413747487,8.525755297,7.458925499,7.328369509,7.662825324,8.398730618,7.99912806,7.570677316,7.92651894,7.788455222,8.032562854,6.47174412,7.498063455
Ahyacinthus17330,8.786826849,9.086118689,8.545139296,9.163518426,8.489679594,9.111517308,9.016799416,9.422702558,9.249410776,9.023166391,9.787484826,6.47174412,10.06105409,6.47174412,8.343016125
Ahyacinthus17333,7.961803838,8.877681529,6.47174412,6.47174412,8.009220313,8.559757875,8.690081947,9.235682617,9.872188228,7.173231591,8.834400721,8.732012697,8.835320551,6.47174412,8.494731189
Ahyacinthus17332,7.252479959,8.112278361,7.168538202,6.47174412,7.669792961,8.191486248,7.931758782,7.985947374,8.53943441,7.319850153,7.395945569,7.59053998,8.248733613,6.47174412,6.47174412
Ahyacinthus17337,6.988043838,7.146812975,6.47174412,6.47174412,7.530183573,6.47174412,7.156405748,7.506554284,7.926900986,6.47174412,7.623134251,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus07411,6.47174412,7.26408448,6.47174412,6.47174412,7.765437849,7.111161756,8.275831634,6.47174412,6.47174412,6.47174412,7.426549546,6.47174412,7.651621866,6.47174412,7.410088179
Ahyacinthus07413,7.756804053,6.47174412,6.47174412,6.47174412,6.47174412,7.368910331,6.975025106,7.867097106,7.255745869,7.601318039,7.707815738,6.47174412,7.005830085,7.955616686,6.47174412
Ahyacinthus15248,10.91958555,10.66394101,11.09811102,11.67191175,11.27472007,10.27341294,10.38151997,10.29793684,11.27235519,10.77640281,10.17574588,12.01629738,10.32456405,11.47512003,11.00267797
Ahyacinthus15247,11.36798765,11.47394639,12.4557885,13.19816508,12.5740549,12.20033505,11.57439767,11.18667523,12.70187396,12.20250105,11.97530709,12.81101097,11.81102694,12.967835,12.11698583
Ahyacinthus15244,8.844233355,8.338140627,8.941629998,9.477131607,8.154134246,9.274043358,9.343920072,8.712266408,7.660940155,9.412992973,9.441976223,8.529874484,8.630497506,10.53199026,7.643765523
Ahyacinthus15243,11.70350717,11.94377478,12.57308377,11.19704005,12.51486864,11.96411773,10.89469721,11.97332805,12.43787066,12.02712123,11.6918687,11.64001351,10.97418847,10.69913523,11.66461903
Ahyacinthus15241,7.259913928,7.332701605,6.47174412,7.92971561,6.47174412,6.47174412,7.75457402,6.942419688,6.47174412,7.284078069,7.221864933,6.47174412,7.124034591,6.47174412,6.47174412
Ahyacinthus15240,7.252479959,8.104834932,7.204172728,6.47174412,7.276664801,7.426114596,7.870664101,7.14399838,6.47174412,7.544346378,7.883731142,6.47174412,7.222864072,6.47174412,6.47174412
Ahyacinthus03919,8.0419419,9.177049815,8.634556133,8.833254497,9.389519884,9.760941846,7.875888232,7.800255318,7.926900986,8.562896441,7.623134251,7.479582326,7.765432695,6.47174412,8.810492402
Ahyacinthus03916,7.164955607,7.113872936,7.280755796,6.47174412,6.47174412,6.47174412,9.61931225,6.969080284,6.47174412,6.47174412,8.093370481,6.47174412,7.694521329,6.47174412,6.47174412
Ahyacinthus03912,7.09294324,6.47174412,6.47174412,6.47174412,7.187167178,6.47174412,7.131933825,7.535281981,6.47174412,7.538988012,7.71516612,6.47174412,7.497106985,6.47174412,6.47174412
Ahyacinthus03913,7.636836427,6.97369157,7.543396126,6.47174412,6.47174412,6.47174412,7.022509917,6.47174412,6.47174412,6.842222993,6.945095127,6.792320149,7.25866164,6.47174412,6.47174412
Ahyacinthus08038,10.02448305,9.908258777,11.18302288,10.05190565,11.72840217,11.24851457,9.397191443,10.5869364,12.36534007,11.13181864,9.178238311,11.31475937,11.87294659,10.75628808,8.783623835
Ahyacinthus08039,9.302346562,9.486748841,9.866553229,9.686835396,9.995805027,9.857719887,8.4888514,9.840476531,10.17621472,9.72552429,9.362118698,9.475917938,10.50221074,8.314172029,10.06683329
Ahyacinthus08036,13.44619441,12.97094888,13.77730824,15.52554248,13.5136228,14.40419007,13.32319029,13.14930113,14.16091235,14.82241761,13.78909183,16.89608338,13.00476914,16.81409753,13.69318241
Ahyacinthus08037,9.000025273,8.585995949,8.587635233,8.075129514,8.375010678,8.912171221,9.25384233,8.941647052,8.275673525,8.445358126,9.032162886,9.317874736,9.012878163,9.223641008,8.401058974
Ahyacinthus08034,7.156396624,7.28184233,6.47174412,6.47174412,6.987754871,7.328369509,6.862369318,7.240302918,6.47174412,7.119420824,6.47174412,6.47174412,6.47174412,6.47174412,7.356872286
Ahyacinthus08035,8.552015106,8.252118273,8.207554842,6.47174412,7.35634974,7.991508902,8.101546272,8.271434511,8.241133607,8.321019694,8.433729349,6.47174412,8.572648268,6.47174412,7.870330571
Ahyacinthus08032,7.875469589,7.864725359,6.47174412,6.47174412,7.276664801,8.081446101,7.931758782,7.825816458,8.292584237,7.796549611,8.029531633,7.708400071,8.831276042,8.254643535,8.099577093
Ahyacinthus08033,8.909049857,8.729694889,7.883401021,10.30783472,8.421525819,9.09415587,8.264716292,8.560466653,9.031810216,9.114756564,9.220061388,8.917503855,8.630497506,6.47174412,9.224730597
Ahyacinthus08030,8.953733113,8.662205222,9.180119761,6.47174412,8.794284815,9.239108781,8.610461858,8.677491203,9.096933592,8.464160123,8.323323452,9.247657834,9.240648078,8.103159283,8.250511506
Ahyacinthus08031,9.003055979,9.243839339,8.668671713,8.357475831,8.757213614,8.966017794,10.16340075,9.51544171,8.468482192,8.6626444,9.334448209,8.492893154,9.213392836,9.153830026,8.873982172
Ahyacinthus22095,6.92614214,6.94351852,6.47174412,6.47174412,6.47174412,7.444336011,8.126867407,7.134492896,6.47174412,6.47174412,6.47174412,6.47174412,7.165389802,8.991074225,6.47174412
Ahyacinthus22099,7.173402384,6.794789971,7.016728114,6.47174412,7.397332364,7.263204329,7.712799732,7.420707492,7.267604592,7.060358305,7.832669656,7.309820833,7.292755783,6.47174412,7.025914016
Ahyacinthus01512,7.714032841,7.597277835,7.793944368,8.702316277,7.651917628,8.164919553,8.286846944,7.574031129,7.861866644,7.621205141,7.503129094,7.846715877,7.735646994,6.47174412,7.38922033
Ahyacinthus01513,7.369734688,7.621060043,7.535828287,8.339340368,6.956752443,7.263204329,8.504312343,7.381056631,6.47174412,7.198537869,7.606909724,6.47174412,7.484059635,8.389329647,6.47174412
Ahyacinthus01510,9.571595613,9.728095142,9.913956444,9.659704571,9.83949801,9.380972395,10.40191829,9.89892234,9.362577159,9.670058904,9.813263783,8.90727521,9.929685232,10.57002058,10.04390583
Ahyacinthus01511,9.44564957,9.713748782,9.127279013,10.34635889,9.389519884,9.516164664,9.909063845,9.439382568,9.119460201,9.487012532,9.9251032,8.759052674,9.58662944,8.84518211,9.349666331
Ahyacinthus01516,7.494210968,7.999371629,7.708850987,9.113739817,7.838021452,8.146873591,8.531680279,8.953497445,8.435218398,7.238713688,8.445418618,8.807853781,7.849988934,9.758193436,8.308590987
Ahyacinthus01517,7.401103505,7.410707606,7.740060901,8.525755297,8.365496833,8.485958837,8.066908178,7.963916619,7.772947152,7.570677316,8.230083795,6.47174412,7.894215782,6.47174412,7.920093704
Ahyacinthus01514,6.47174412,6.770915349,6.984021152,6.47174412,6.887597898,6.904749433,7.266759176,7.084602286,6.47174412,6.47174412,7.247585915,6.47174412,7.27590775,6.47174412,7.07807363
Ahyacinthus01515,15.39700533,15.84990095,16.1272494,17.12977168,15.64328702,16.11847469,15.2519582,15.33526945,16.17398563,16.19669607,15.81717071,16.5417205,14.85505957,16.37177919,15.81943014
Ahyacinthus01518,10.02666733,10.11816697,9.37164779,9.652839425,9.108697936,10.20774516,10.89303903,10.28366023,9.682716118,8.573651504,9.071377946,8.634853185,9.890614093,9.926881389,9.704725738
Ahyacinthus01519,9.948915101,9.629181461,8.651725088,8.24443701,9.139142324,9.651202757,10.17896545,10.00191581,8.70145076,8.487278287,8.331845402,8.168085867,9.352919991,9.61147828,9.040809143
Ahyacinthus24702,6.47174412,7.488771372,7.740060901,6.47174412,6.47174412,8.00185877,7.760404493,7.215377067,7.575780967,7.424384034,6.47174412,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus24700,6.47174412,7.454171477,6.47174412,6.47174412,6.803896252,7.285567869,7.603366433,7.052481827,7.490946147,7.418231571,7.247585915,7.46768708,7.831775619,8.792804122,7.043857408
Ahyacinthus24701,6.47174412,7.041922318,6.47174412,6.47174412,6.47174412,7.368910331,7.439552142,7.063393371,7.690137351,7.284078069,6.47174412,6.47174412,7.292755783,6.47174412,6.47174412
Ahyacinthus24706,7.22193641,7.167848501,6.47174412,9.294028161,6.47174412,6.47174412,7.079831619,7.728853178,6.47174412,6.47174412,8.108796595,7.909632151,7.522637963,6.47174412,6.47174412
Ahyacinthus24707,7.083304972,8.598593452,7.956037915,8.49383607,7.947518249,8.316210204,9.225455994,7.974986003,8.258525887,7.659783095,8.029531633,8.54347237,7.894215782,10.46492682,7.69027772
Ahyacinthus24704,8.054767373,8.242176224,7.573056347,7.352757127,7.530183573,7.652384222,8.36131554,7.681538596,7.525842779,7.655044032,7.48461015,7.165167615,8.040196047,7.722050404,7.811456911
Ahyacinthus24708,6.47174412,7.905539008,6.47174412,6.89205305,7.10812656,7.348902332,9.291946099,7.439842584,7.490946147,6.47174412,8.942222295,8.149648464,6.47174412,6.47174412,6.47174412
Ahyacinthus09075,10.19912467,10.0792768,10.59293933,10.55066088,10.01679332,11.03103082,11.36414615,10.50272856,10.96287403,10.40992571,10.39356545,10.11331747,10.70783693,10.81442029,10.72010488
Ahyacinthus09074,10.52608484,9.333982167,9.296065944,10.96444352,9.940937744,10.22151424,10.61838851,9.196739897,9.208139645,9.233764279,9.881150292,9.946750862,9.267376137,10.9871741,9.932609383
Ahyacinthus09077,8.229254447,8.306977385,8.308389871,8.541422068,8.320111381,8.975581908,8.195800776,8.025254154,7.99912806,8.775688167,8.417973581,8.390372648,8.522383718,6.47174412,8.174994171
Ahyacinthus09076,7.748392319,7.67250981,7.793944368,6.47174412,7.238296561,7.905074503,7.838775191,7.568594503,7.454603934,7.483567092,8.158803051,6.47174412,8.017142006,8.967827069,7.73470737
Ahyacinthus09071,8.825370736,9.597015472,9.899097049,8.660365298,10.04585152,9.178845949,8.980846119,9.314316414,9.099202998,9.870819889,8.947525711,8.659825447,9.661793075,6.47174412,9.20718641
Ahyacinthus09070,8.685266786,8.711419786,9.127279013,8.702316277,9.262718245,8.802975266,8.782656261,8.560466653,9.269593183,8.996939604,9.182701,8.872607327,9.068378836,6.47174412,8.109915861
Ahyacinthus09073,9.832033903,9.159008827,10.38495124,12.25814068,9.867125994,10.65111678,9.607096049,8.991720018,10.14964678,10.12804159,10.8668055,9.61994138,9.494780438,12.39080759,8.819329601
Ahyacinthus09072,9.219577486,10.25711915,11.37566646,10.75187785,11.95048399,10.24866011,8.919467391,10.6336525,12.07511944,10.61796283,11.70897758,10.45532624,11.37909676,6.47174412,11.84677755
Ahyacinthus09079,9.82534211,10.69045478,10.01277166,12.21042265,10.26394353,10.81144122,8.762636203,10.25600206,10.26697145,10.34702938,10.88031423,10.29960621,10.10390301,11.4407261,11.03773602
Ahyacinthus23952,6.912681152,6.794789971,7.439589838,6.985616968,6.923543097,7.111161756,7.344204952,7.611226816,7.124256531,7.511708605,6.92324887,7.128308405,6.47174412,6.47174412,6.47174412
Ahyacinthus23955,6.898782528,7.217655699,7.55834589,6.47174412,7.82795381,7.139107651,7.800322551,6.47174412,7.79912809,7.333698673,7.221864933,7.264810769,6.47174412,7.208384207,6.47174412
Ahyacinthus08858,9.464195922,9.601827491,8.932452751,8.660365298,8.220414374,8.902145896,9.207413574,9.85288995,9.092383459,9.100392758,9.476653572,8.692398418,9.724688518,10.20426083,9.427120889
Ahyacinthus08854,8.290942117,9.478905006,8.839536795,8.716007889,9.578603366,8.208875681,9.411373186,8.726323106,9.048384661,9.024693507,9.811843878,9.64022467,9.333426166,8.991074225,9.099337539
Ahyacinthus08855,8.68334595,8.935308046,8.804547029,7.849206355,8.843630004,8.660100304,7.827930567,8.912427191,8.927879267,8.87816265,8.206790341,8.137195754,7.858980569,6.47174412,7.83144521
Ahyacinthus08856,10.02448305,10.02422884,10.50027616,9.413297793,11.07942127,11.33933347,9.809898285,9.763618469,11.41771399,10.89043261,10.83038039,11.84602181,11.26530181,10.66442057,11.67324066
Ahyacinthus08857,9.354901525,10.344427,10.37757918,10.40023362,10.42917452,9.722523143,8.935075265,9.827953318,10.45378479,10.17984126,9.360160393,9.605567007,10.78853456,9.422593471,10.64941257
Ahyacinthus08850,10.16256442,10.23654422,10.60839948,10.53593982,10.63064192,11.302954,11.55811892,10.09571644,10.2115706,10.59711795,11.16150701,12.02508638,10.77843878,12.1176167,11.27007436
Ahyacinthus08851,9.23627702,9.402106731,9.901393269,8.052145611,9.861854603,8.724875342,8.726857005,9.591838123,10.34390132,9.60430534,8.890772546,9.018902976,9.054714021,6.47174412,9.224730597
Ahyacinthus08852,10.77710386,10.29960519,10.93013143,10.90562684,9.869229071,10.8320372,10.93177809,10.30630643,10.528114,10.06052535,10.69928164,10.91376413,10.59610838,11.96377639,10.59421493
Ahyacinthus08853,8.953733113,8.787404678,8.123811259,8.339340368,8.123449549,8.200212414,8.982987579,8.738253806,8.593506179,7.924797706,8.622613073,7.901963972,9.182463947,9.388474675,8.338764939
Ahyacinthus11026,9.174921179,7.936262204,7.883401021,6.47174412,7.563790577,7.798881281,8.438076588,7.420707492,7.290756787,7.039223707,7.331021949,7.838586579,8.009352683,7.618721798,6.47174412
Ahyacinthus11025,8.556260503,8.365533503,8.557424271,6.47174412,8.180347646,8.292263592,8.965760442,8.528321059,8.056834513,9.032303501,7.932497686,8.469224567,8.621032872,7.815759249,8.150385381
Ahyacinthus11024,7.214086064,7.324458747,6.701803002,6.47174412,7.208081949,7.216260395,6.940586739,7.018370716,6.891180078,7.48926783,6.47174412,7.547770815,6.978708407,6.47174412,7.311558722
Ahyacinthus11023,9.062294487,8.368540306,8.763400723,6.47174412,8.255719762,7.949130716,8.739746569,8.589616201,8.450110107,8.615800979,8.216161728,8.440228373,7.985658637,6.47174412,8.104757887
Ahyacinthus11022,10.65778191,10.90450997,10.01489134,9.639007886,10.01868607,10.28469419,10.84467192,10.8308809,9.632634499,10.72520451,10.60145304,10.79164797,10.60070288,10.60340568,10.47069903
Ahyacinthus11021,8.952162467,8.877681529,8.648879206,8.224538823,8.103857822,8.04234155,8.914974637,9.503048858,8.661222086,8.416621073,8.77855315,7.805432302,8.409926353,6.47174412,8.825188741
Ahyacinthus11029,9.70827345,9.47628059,9.573651424,10.25479781,9.479653828,9.697261461,10.44790997,9.824354813,9.598228392,9.579983412,9.71786869,10.04840872,9.526884185,10.21872797,9.321505449
Ahyacinthus11028,8.28569989,8.34733877,9.874759507,8.702316277,8.991540056,8.553221158,8.797475961,8.466397276,8.586869479,7.825067697,8.306101256,6.47174412,8.30483248,8.63708886,8.606382591
Ahyacinthus05153,7.382428782,7.892103975,7.650088374,6.47174412,7.82795381,7.847382632,7.748710215,7.765172421,7.805572025,7.800671298,8.45700103,7.455625575,7.876741526,6.47174412,7.727437222
Ahyacinthus22704,7.316809191,7.991159051,7.788093958,8.119778208,8.303490647,8.775606765,8.721665779,8.129306137,7.290756787,7.119420824,8.22082026,8.306225484,8.292586067,6.47174412,8.680169066
Ahyacinthus22705,7.617748099,7.324458747,7.715170674,7.132863752,6.47174412,7.78639859,8.737178685,7.324939539,6.891180078,7.601318039,8.293024848,6.47174412,8.267720493,6.47174412,7.488720465
Ahyacinthus22706,10.8983819,10.4043603,9.997844731,11.04968103,10.11732643,10.5964449,11.11689484,10.51220969,10.05082797,10.01165933,10.76923572,9.35045568,10.75391518,10.18964545,10.55393106
Ahyacinthus22707,11.51025538,10.22033387,11.07506622,9.61800229,11.88526689,10.5964449,11.78307789,11.62820264,12.36602867,10.11198685,12.01802333,10.85056175,11.71549644,8.575544876,10.66446306
Ahyacinthus22700,12.05076024,11.99862179,11.00256715,13.07735595,11.28413521,11.88762343,12.9708279,12.15303497,11.42478686,11.33934637,11.61851145,11.55493561,11.66825071,12.89803218,11.7848482
Ahyacinthus22701,10.12843245,9.856074343,9.813852751,9.54562582,10.72599416,9.758232045,11.16254422,10.90968896,10.92966404,9.755622139,10.95434027,10.83322724,10.4471144,9.704086766,10.03536485
Ahyacinthus22702,8.945861584,9.123895071,9.212378098,10.82930259,8.565305713,7.77376443,8.821815039,9.51544171,8.914957675,9.425605247,8.784543289,9.432227045,9.163567635,9.48036518,8.721895829
Ahyacinthus22703,12.63216689,12.05925138,13.49073043,16.72363326,14.04392562,15.84477697,14.06353737,12.15481049,14.01008699,13.87933846,14.98152669,14.83040708,13.47593697,16.34504868,14.49213262
Ahyacinthus22708,9.267835158,8.971771947,9.969700292,8.986315713,9.130258021,8.155930838,8.797475961,9.249328778,9.139422454,8.74972595,8.602178344,9.343004529,9.037438265,7.901810057,8.768459073
Ahyacinthus22709,8.800972066,8.60609371,7.291057824,9.267080709,9.407143115,7.859170222,9.604366862,8.673338875,8.126342208,7.821040607,7.826112104,7.708400071,8.135105547,6.47174412,7.635793078
Ahyacinthus26675,8.800972066,7.694535555,6.47174412,8.556900524,6.47174412,8.137746585,6.732601638,7.27222301,7.279272156,6.47174412,6.47174412,6.47174412,7.969581642,6.47174412,6.47174412
Ahyacinthus26676,7.454722962,7.572879384,6.93041539,8.929483214,8.293409521,8.781125683,6.883360624,7.97865167,7.435839006,7.246477,7.195146092,7.744756356,7.977648873,6.47174412,7.479276796
Ahyacinthus26677,7.173402384,7.439931458,7.805547904,6.47174412,7.397332364,7.991508902,7.28688608,7.414230433,7.011980739,8.01961732,7.342220774,8.300771649,7.145052493,6.47174412,6.47174412
Ahyacinthus26672,7.214086064,7.113872936,8.119464766,6.47174412,7.516383808,7.479649269,7.235473517,7.80455885,6.47174412,7.442574756,6.47174412,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus26673,7.821746754,8.268510097,8.005163283,6.47174412,8.017766112,8.226017625,7.965893502,8.194896086,6.47174412,8.480386773,6.47174412,6.47174412,6.765440952,6.47174412,6.47174412
Ahyacinthus26678,9.563542334,9.904386653,9.579427512,9.575025503,10.44047822,8.347433811,9.330692585,9.758909122,10.5979917,8.959029251,8.901768475,8.73590953,9.333426166,6.47174412,8.93190793
Ahyacinthus22829,7.471867134,7.146812975,6.47174412,7.699728185,6.47174412,8.155930838,8.139326586,7.215377067,6.47174412,7.399494964,7.195146092,6.47174412,7.683970223,6.47174412,6.47174412
Ahyacinthus16346,9.012107756,8.268510097,7.828377957,6.47174412,8.2023676,7.981063345,7.760404493,8.953497445,7.90369798,8.738441742,7.512245002,8.385276624,8.273984378,7.929040928,9.010575414
Ahyacinthus10770,8.772529652,8.389387832,7.817024645,8.941042308,11.08257353,11.45491072,10.64361371,11.60005615,9.915842099,8.445358126,8.279807783,6.47174412,7.894215782,11.58293639,7.863946744
Ahyacinthus10771,10.64509634,10.0767032,11.46118008,9.720030743,11.67336818,10.87360569,10.05835708,10.15474545,12.27559088,11.89162167,11.29296615,10.81303036,11.26962756,11.01221243,11.13180848
Ahyacinthus10772,9.76277123,9.22193346,10.74751042,6.47174412,9.779214404,9.341375927,9.565590944,9.101849356,9.904416823,10.24589146,9.109498719,8.322443766,10.19964543,8.494252551,9.678204316
Ahyacinthus10773,9.693623559,9.829754152,9.381643237,8.941042308,9.563024318,9.453576403,10.11851303,9.543206186,9.46896225,9.393274095,9.204800112,9.803571406,10.10065234,9.184183299,9.561697829
Ahyacinthus10774,9.995777703,9.901475606,9.080603444,9.21155786,9.441735219,9.21131344,9.687890906,10.0686749,8.566752975,9.426746184,8.99434426,9.165212374,9.068378836,9.122791176,10.08467654
Ahyacinthus10775,8.436391918,8.155977164,6.47174412,6.47174412,8.409289136,8.155930838,8.848085598,8.681630444,8.325723826,7.83307627,8.056561135,6.47174412,8.470070457,6.47174412,8.359876971
Ahyacinthus10777,8.23748016,8.108562554,7.702491212,6.47174412,6.47174412,8.465070694,8.54365914,8.259968821,7.482002211,8.125737387,8.32759176,8.046116345,9.08862315,6.47174412,7.79791765
Ahyacinthus16349,8.367016107,8.078403187,9.523570373,6.47174412,8.893344546,6.47174412,9.283377757,8.454136285,6.47174412,6.47174412,8.781551592,6.47174412,9.563035693,6.47174412,8.359876971
