gene,trim.321ra.gtf,trim.331ra.gtf,trim.336r.gtf,trim.370r.gtf,trim.380r.gtf,trim.410r.gtf,trim.414r.gtf,trim.419r.gtf,trim.468r.gtf,trim.512r.gtf,trim.549r.gtf,trim.568r.gtf,trim.571r.gtf,trim.581r.gtf,trim.586r.gtf
Ahyacinthus26343,6.47174412,6.47174412,6.47174412,9.019305936,6.47174412,6.47174412,6.47174412,7.616422792,7.653503052,7.570677316,6.47174412,6.47174412,7.911414345,8.44287754,7.619647195
Ahyacinthus26344,7.164955607,7.066929436,6.47174412,7.561612776,6.47174412,7.708150047,7.037414194,7.842520572,7.366609275,7.360674983,8.588374538,6.47174412,6.47174412,6.47174412,7.979295855
Ahyacinthus07918,9.382751853,9.047269201,9.487109717,8.660365298,8.841426128,8.377892377,9.1404314,9.827054549,8.968416989,7.895076524,8.986652585,8.227568777,9.650659543,6.47174412,8.97965409
Ahyacinthus07914,9.194801084,9.094796203,8.90454057,9.673335284,8.740663581,8.647971891,8.272137736,9.397302531,9.048384661,8.97019637,8.216161728,7.536760123,9.341814166,6.47174412,9.123004094
Ahyacinthus07915,9.793116636,9.507453307,10.28601491,8.556900524,9.830887499,9.239108781,9.433150973,9.882591551,9.491351891,9.892284437,9.647833526,9.599361283,9.81108058,9.122791176,10.00693486
Ahyacinthus07916,8.264503781,7.860094051,8.693688204,6.47174412,8.439661202,8.300297646,8.652249,7.930034003,8.30926535,8.538915152,8.284229312,6.47174412,8.597065894,6.47174412,8.731340447
Ahyacinthus07917,9.665737796,8.811085638,9.499369065,8.375351073,8.75486194,9.433215041,9.425412155,8.40643081,8.950831042,8.435851512,9.032162886,8.561382491,9.026966714,6.47174412,9.394727362
Ahyacinthus12868,10.3154321,10.38719528,10.68395737,9.32916217,10.77139438,10.09038169,10.28509946,10.20730443,11.11229019,10.46415106,10.48852571,10.93178801,10.84282687,10.29350284,11.12038052
Ahyacinthus12866,11.72147953,11.97042623,13.19878447,10.32508492,12.21103207,11.36249639,11.34851798,12.11450495,12.11417593,12.44637867,12.66359966,11.34866607,12.26588705,11.74587715,11.7329391
Ahyacinthus12867,9.297468671,9.439011828,9.45125351,7.876711153,8.871955374,8.499696622,8.071294809,9.476776497,9.716597906,8.891701291,8.472281733,8.751383123,10.02547795,8.920099787,9.050739761
Ahyacinthus12864,12.6066596,12.49667154,11.07506622,13.52690233,11.34049648,11.56035595,12.97630831,12.6695231,11.10954792,11.91200536,11.75326573,9.915607221,10.96264961,12.57637442,11.74562836
Ahyacinthus12865,8.445668154,8.252118273,7.448030438,10.82930259,8.375010678,8.164919553,7.630247545,7.97865167,7.891909598,7.230863563,7.956095374,8.445107337,7.673305406,8.666804913,8.184697228
Ahyacinthus12862,9.363082277,9.856074343,10.11111311,8.26401457,9.727904703,9.285494965,9.430060593,9.904040595,10.2679591,9.421032147,10.33773384,8.046116345,10.06773077,6.47174412,10.38328618
Ahyacinthus12863,11.86238059,11.78988454,10.48892504,12.26483042,10.86910281,11.29649197,12.1951592,11.84325801,10.7073794,10.63364365,10.63374572,6.47174412,10.38315226,12.33135254,11.06839507
Ahyacinthus12861,8.391374128,9.896610541,10.28951292,8.141481252,9.739469037,7.562191963,7.471678085,8.859263902,9.230991244,8.374753849,8.691717743,6.47174412,8.475399296,9.829360856,10.13576262
Ahyacinthus01075,6.988043838,7.661309526,6.966822086,7.561612776,7.070837807,8.07179315,7.066047313,7.433512568,7.454603934,7.128717463,8.57091055,8.046116345,6.47174412,6.47174412,7.675017142
Ahyacinthus17568,11.23504187,10.54961278,9.88755984,10.25479781,11.24770437,10.94031996,10.10130869,9.993146223,11.94103478,11.34113468,10.29791788,11.48793417,11.73803081,9.891092843,10.30037818
Ahyacinthus17569,11.20818867,10.41794552,6.47174412,6.47174412,11.1238108,11.10477415,11.15841183,10.12225397,12.09491844,11.25173564,9.954951167,11.95442721,11.58800962,10.2889424,10.36689084
Ahyacinthus17564,14.2953366,14.24615701,13.77288576,13.54441519,13.59765241,13.55506055,13.77908376,13.94782061,13.49081075,13.50074293,12.96614017,14.0464776,12.90507402,13.81854134,13.26075153
Ahyacinthus17565,10.14459643,9.555433735,9.633147667,6.47174412,9.845921702,9.544862819,9.843730789,9.707999942,9.437357028,9.464993535,8.934227948,9.228856547,10.25910907,9.93275934,9.514726566
Ahyacinthus17566,9.805074753,9.093065098,10.24155107,9.886938173,8.920651752,9.600555943,9.149931845,9.743732831,9.090102707,9.935852705,9.273229377,10.60906708,10.47492762,9.710964634,9.732274077
Ahyacinthus17567,10.00023182,10.54837896,10.81201128,8.929483214,10.43059238,10.41867267,9.607096049,9.937698316,10.64427188,10.67163691,9.651021251,10.98924266,10.41091551,8.991074225,10.10579735
Ahyacinthus17560,7.978974053,8.313273212,7.878023544,8.410353512,8.095928502,7.608360735,7.916801604,7.427134531,7.583846972,8.323631905,7.932497686,8.410552339,7.95327076,8.527388694,7.920093704
Ahyacinthus17561,7.05337499,7.54144877,6.47174412,6.47174412,7.802357565,7.623260874,7.554393559,7.302800193,7.615435159,7.206764175,7.852103443,6.47174412,7.356617363,6.47174412,8.002127592
Ahyacinthus17562,8.20423607,9.003586085,9.488648021,6.47174412,8.738282317,8.25959045,8.799929956,9.366448031,7.932626165,9.471635712,8.584900521,7.443391518,9.033956685,6.47174412,9.46061961
Ahyacinthus17563,10.06116718,9.759582701,10.8760604,8.702316277,10.27109141,10.58282497,10.47998447,10.03568703,11.15759528,10.47671279,10.44365745,9.37500842,10.71949596,9.48036518,10.41458566
Ahyacinthus04759,9.531891846,8.593569114,7.727692289,9.60382222,8.418477769,9.606609928,10.3316702,8.744179048,8.3459939,8.328839839,9.330449921,10.96796545,6.47174412,11.49497451,8.218052837
Ahyacinthus04758,8.591794348,8.341214251,8.871227942,6.47174412,8.14653735,8.506510555,7.999018239,8.574001907,8.28415803,8.321019694,8.907232947,6.47174412,8.310910317,6.47174412,7.876676876
Ahyacinthus04757,13.80423441,14.12473401,14.33707639,15.99907897,14.69777657,14.25727255,13.13359603,14.07905216,15.27616071,14.64024498,14.86191358,14.79164854,14.81897567,14.45050556,15.54140528
Ahyacinthus04756,10.43286502,9.468377662,10.38249811,11.27650699,9.652784606,10.36126283,10.76106195,9.484824779,9.345610364,10.00864308,10.03484971,12.13613041,9.747830546,10.1945339,10.45892355
Ahyacinthus04755,10.93663416,10.91506435,11.18583107,10.31216684,11.0964511,9.80623092,9.960945352,10.74938058,11.39808248,10.68204056,10.04211498,10.53157065,10.61098698,8.527388694,10.8913878
Ahyacinthus04754,8.15550776,7.439931458,6.47174412,8.183730543,8.35911374,7.835463681,9.664528158,8.245483398,7.109496528,6.47174412,8.134064532,8.732012697,8.216414194,7.929040928,8.937297054
Ahyacinthus04753,6.92614214,7.439931458,6.948978595,6.47174412,6.47174412,7.240124205,6.862369318,7.198242068,6.955504999,6.745701535,7.023610874,6.977075549,6.949984957,6.47174412,6.47174412
Ahyacinthus04751,7.593336784,7.678062432,7.608847459,7.561612776,8.943333749,8.292263592,7.603366433,7.5794361,7.406881435,7.049892702,6.849959595,7.753645776,7.102267782,7.78545565,8.140397304
Ahyacinthus04750,6.47174412,7.566678557,6.47174412,7.92971561,6.47174412,6.47174412,7.431327268,8.070029763,7.638455898,6.47174412,6.47174412,7.558650258,7.969581642,6.47174412,7.334547667
Ahyacinthus19175,6.999521179,7.683583974,8.262884278,8.204307703,6.47174412,6.47174412,6.991357046,7.420707492,7.302066136,6.842222993,7.260103056,9.271461215,6.850471752,6.47174412,7.727437222
Ahyacinthus15847,8.245650468,7.788093483,8.153796612,6.47174412,9.657675048,7.240124205,7.362401027,7.512374092,7.55943547,7.399494964,7.565082565,8.570245241,8.542725407,6.47174412,8.035536638
Ahyacinthus15846,6.47174412,8.650210405,6.47174412,6.47174412,7.35634974,7.165853806,7.051916839,7.074096543,7.79264426,6.47174412,9.673135541,6.47174412,7.595182405,8.370960976,7.59490351
Ahyacinthus15841,10.58140893,10.1331004,10.30082263,10.48319089,10.25034356,9.744604512,10.51279863,10.26528111,10.30210342,10.27310978,10.3239241,10.05142424,10.38715159,9.551301313,11.26021807
Ahyacinthus15840,8.526244703,7.560435835,8.355863371,9.163518426,7.978792345,7.546276986,7.970685754,8.419160667,8.025719839,7.957304195,8.148969522,9.207051145,7.91991349,6.47174412,8.670348898
Ahyacinthus15842,9.356073154,9.595809889,9.497842506,8.97513841,9.995805027,9.31929282,9.521372656,9.938529614,9.670737643,9.655602518,9.061679329,10.12909263,8.947605899,9.047509362,9.204977615
Ahyacinthus15849,10.68649392,10.87876047,10.61606747,9.163518426,11.08437173,9.728075953,10.0955274,10.51886465,10.895031,10.39848503,10.29892692,10.67773707,10.79855984,6.47174412,10.65972731
Ahyacinthus15848,7.295981958,7.02897541,6.911041152,6.89205305,7.738234331,6.746215659,6.922344555,7.084602286,7.435839006,7.137875657,6.965943885,7.024749371,7.401314768,6.47174412,7.110359076
Ahyacinthus05402,7.748392319,8.469487101,8.079603427,8.795309347,8.079906383,8.137746585,7.630247545,8.179603695,7.660940155,7.472052566,7.852103443,8.579047678,8.142097405,6.47174412,7.237993838
Ahyacinthus05403,7.477507019,7.666925661,7.480983992,6.47174412,7.781421392,6.47174412,6.991357046,7.879178121,7.345686313,7.190209447,7.539048362,8.511517211,7.704961737,6.47174412,6.47174412
Ahyacinthus05404,7.49970903,7.773081942,8.024231239,6.47174412,6.47174412,6.47174412,7.093292843,8.042682416,7.16653483,7.788257165,6.47174412,7.455625575,6.47174412,6.47174412,7.950088256
Ahyacinthus05405,6.47174412,7.340857319,7.076627567,6.47174412,6.47174412,7.444336011,7.334945584,7.387800367,7.193247339,7.119420824,7.654782596,9.226149637,6.47174412,6.47174412,9.841605123
Ahyacinthus05406,9.291347073,9.63388484,9.593764655,6.47174412,9.472709024,8.71333258,7.783402284,9.277554795,9.64799972,10.04809828,8.701299329,8.05286416,9.854311553,6.47174412,8.702801426
Ahyacinthus05407,7.785715736,7.699966437,6.47174412,6.47174412,7.267263057,9.308118132,6.47174412,6.47174412,8.106901261,8.016244002,7.547809043,7.961866553,8.196599181,6.47174412,6.47174412
Ahyacinthus05409,7.288908697,7.439931458,6.47174412,6.47174412,7.583380546,7.240124205,7.554393559,7.710194698,6.47174412,7.405787978,8.093370481,6.47174412,7.606740741,7.955616686,7.83144521
Ahyacinthus02755,8.23748016,7.773081942,8.207554842,6.47174412,7.67567967,9.058757639,8.700694229,8.39357081,8.728598324,7.754408601,8.340309147,8.506886541,8.38732487,10.1347363,8.199105978
Ahyacinthus14717,7.27455546,7.364825576,7.192506081,8.224538823,6.47174412,7.546276986,8.4888514,7.719567104,7.396999185,7.424384034,7.852103443,8.018721248,8.142097405,6.47174412,6.47174412
Ahyacinthus02757,15.98071982,15.99984779,16.00112184,17.17081561,15.74533419,16.14905384,15.3325508,15.31648249,16.72531796,16.23166103,15.92825922,16.95218323,15.32196538,16.29974284,15.82977877
Ahyacinthus02756,8.58973089,7.883054386,8.033647042,6.47174412,7.67567967,8.407626879,9.340624987,8.288434033,8.737524905,8.131868928,8.531638195,7.717612545,7.902848865,8.956052222,7.907863831
Ahyacinthus14712,8.002580719,8.173719932,8.856694295,6.47174412,9.206537145,6.47174412,8.04919331,7.791594826,6.47174412,8.819048588,9.146587444,10.07383917,6.47174412,6.47174412,6.47174412
Ahyacinthus14713,8.4776111,8.857223734,9.834447483,8.572195577,9.885942264,9.512939398,8.411905308,8.362157502,10.28951634,9.36017483,9.184926932,10.84451845,9.873534026,8.979500459,10.12201078
Ahyacinthus02753,9.336019914,9.34557048,9.381643237,9.746035945,8.941287415,9.83734847,11.48561477,9.799822562,9.460254488,9.434706732,10.33969581,8.755223444,9.514623514,11.66933222,9.028293246
Ahyacinthus02752,12.64304612,12.67064605,13.43740742,12.49466988,13.35060209,12.41307965,12.00571174,12.91195104,14.00795672,13.7640053,12.05980631,12.04551321,12.61113334,12.39503745,13.75416362
Ahyacinthus02759,10.61890292,10.30180667,11.01209587,9.008397934,11.04197065,10.13683212,10.10898073,10.46071026,11.26842797,10.83772344,10.49469652,10.49008412,10.8998037,9.405638446,11.15607535
Ahyacinthus02758,6.853975881,7.041922318,6.47174412,6.47174412,7.516383808,7.285567869,7.051916839,7.264375152,6.47174412,7.3405307,7.167313758,6.47174412,7.309229945,6.47174412,7.659516354
Ahyacinthus14718,10.92270038,10.90883705,10.53821051,10.96718514,9.919803228,11.27786749,12.2038637,10.71746347,10.04967774,10.12108349,11.00699823,9.803571406,10.23413913,11.29429253,10.59090086
Ahyacinthus14719,10.44431212,10.37331337,9.863021651,10.97265276,10.02717239,10.4389906,11.08095328,10.58851838,9.759603143,10.28869911,10.70840417,10.36877431,10.52051921,11.05567579,10.65576888
Ahyacinthus12008,8.50215895,7.356917018,6.47174412,8.808077994,6.47174412,7.811216921,8.354412911,7.14399838,6.47174412,7.119420824,7.556486435,6.47174412,6.47174412,6.47174412,6.47174412
Ahyacinthus12009,10.10176841,10.21020581,9.409580255,10.12772599,8.997447101,11.17793679,12.21935655,10.38133388,9.895466422,9.769987344,10.90893482,9.917263514,10.74149441,11.3078294,10.29936163
Ahyacinthus12004,10.45674525,10.26992324,12.152587,10.61159099,11.50517188,11.77997621,9.109580322,10.39467179,11.93485842,11.92099517,11.85683902,12.33021307,11.34739409,10.78887395,10.39854724
Ahyacinthus12005,7.682974255,7.528567039,7.55834589,6.47174412,6.923543097,7.081850683,7.388936708,7.407702302,7.356217228,7.85283809,7.48461015,6.47174412,7.309229945,6.47174412,7.125868005
Ahyacinthus12006,7.083304972,7.372656149,7.40495173,6.47174412,6.972503192,6.47174412,7.388936708,7.171686451,6.47174412,7.575854471,7.167313758,7.165167615,7.27590775,6.47174412,6.47174412
Ahyacinthus12003,7.173402384,7.188221058,6.47174412,6.47174412,7.165569813,6.859324562,8.576038558,6.928484442,6.47174412,7.039223707,7.091858663,7.128308405,7.58348026,6.47174412,7.560863342
Ahyacinthus06278,7.860392987,9.336888319,8.906888783,8.742972404,9.3383408,8.871613891,8.821815039,8.471268751,9.805444344,8.294588922,8.531638195,8.944407129,9.634923186,6.47174412,10.25074844
Ahyacinthus06279,9.22473735,9.60062603,10.78074309,6.47174412,9.277215336,8.635729967,9.676257949,9.877395126,10.21259733,9.645881817,9.217891514,8.692398418,9.86395539,8.979500459,9.257037026
Ahyacinthus06270,10.06542142,9.915009662,9.840448168,9.320461708,10.57472249,10.75727442,9.749595734,9.505310276,10.0194404,10.0033492,9.360160393,9.814292606,8.871181763,6.47174412,9.762265739
Ahyacinthus06186,6.47174412,7.255039366,7.40495173,6.47174412,6.940452254,7.798881281,8.804824431,7.153362005,6.47174412,8.05608214,7.573599378,6.47174412,7.005830085,6.47174412,8.007764273
Ahyacinthus18580,11.67911321,11.54013847,11.0715268,12.56591289,11.06674263,11.11215502,11.15426754,11.41469285,10.98997451,11.38484623,11.04166238,11.57849986,10.67772462,11.21986317,11.33872002
Ahyacinthus02858,12.74140049,12.74847476,12.52461097,12.83372853,12.90453494,12.84014921,12.26784367,12.66977142,12.91321681,12.59203581,12.31543138,14.05480175,12.38651918,12.90620393,12.90924865
Ahyacinthus02859,7.302988685,7.198176301,6.47174412,6.47174412,7.550495857,7.307272776,8.329947439,7.728853178,7.732387116,7.630995276,6.92324887,8.999860056,7.386689435,6.47174412,7.488720465
Ahyacinthus14253,7.789780949,8.011579982,8.422150017,6.47174412,7.786694964,8.242920034,8.322867733,8.362157502,8.570127512,8.696221916,7.707815738,8.440228373,8.409926353,8.606680909,8.801596278
Ahyacinthus14252,8.391374128,8.235502695,8.932452751,6.47174412,9.272399821,8.610896141,8.438076588,8.282793687,10.70883135,9.113326941,8.57442224,8.385276624,9.25852405,6.47174412,8.321612919
Ahyacinthus02850,9.302346562,9.206070813,8.517061849,8.782417108,8.841426128,9.311853036,9.330692585,9.481381184,8.806853714,9.183044562,9.340424147,9.382290559,9.605223194,9.978926762,9.157755506
Ahyacinthus03008,8.897643889,8.477776348,9.715312253,9.955241454,9.333733244,9.170608063,9.216464273,8.635363719,8.845689545,9.340901314,9.694908099,8.369862898,9.279091538,9.697175192,9.329609838
Ahyacinthus03009,9.790540974,9.82770911,9.637302604,9.538178618,9.187860056,8.829793159,9.929827642,9.998733126,9.84852124,9.200606787,9.196002951,9.068419396,9.494780438,9.280790969,9.547943689
Ahyacinthus03006,6.47174412,7.4470813,7.448030438,8.587311937,7.754642937,6.47174412,7.603366433,6.955940353,6.47174412,7.528175298,6.945095127,6.47174412,7.240990482,6.47174412,6.968011304
Ahyacinthus07586,8.892725882,7.418110163,8.750276711,8.556900524,9.3383408,8.25959045,8.171924376,7.825816458,9.351288996,7.848914858,8.352897572,6.47174412,8.322976929,6.47174412,8.62692306
Ahyacinthus03002,9.697300324,9.783010221,9.619208582,8.631633128,9.520614112,10.07093369,10.20781067,9.733203709,9.599810708,9.569723651,9.749398526,9.279305558,9.920479725,10.11938647,9.970258267
Ahyacinthus03003,11.31242286,11.02985154,12.90364874,11.07785182,12.33443408,11.49657114,9.320688641,10.91976586,12.93333135,12.71493632,12.15440624,11.86870483,12.63449506,9.961789408,12.25621097
Ahyacinthus07581,7.021726793,7.015704901,6.47174412,6.47174412,6.47174412,6.47174412,7.022509917,7.310252145,7.977396078,7.354017496,6.47174412,6.47174412,6.47174412,6.47174412,7.516458364
Ahyacinthus03001,10.46586602,10.84854132,11.20302816,11.00769403,10.97374586,10.49826897,10.28763319,10.90926756,10.73898785,11.17224199,10.75169671,9.90896264,10.80454156,10.36888281,11.00516628
Ahyacinthus14254,9.628640799,9.984478372,10.98922715,10.78023423,11.50215048,11.65572395,10.44564516,9.778583769,11.88639257,10.81942943,11.34547854,11.82253763,11.30588065,11.3564029,10.74117364
Ahyacinthus07635,14.39759652,13.74898543,14.54806076,13.63022106,15.0418218,14.77357443,13.19419993,13.90827918,15.7713767,13.48843742,14.48426174,15.51846203,14.55391073,11.27144422,14.18798061
Ahyacinthus07634,9.785375532,10.38304484,12.0671798,12.51445146,10.17694787,9.618640246,7.502653823,7.279987091,7.542794181,12.12700261,11.23636715,8.876114619,10.61893502,9.133215637,10.45162864
Ahyacinthus07633,11.68232853,10.99636767,11.23952287,11.39517698,10.93937346,11.5961117,11.10310375,11.32063355,11.27920214,11.68054843,11.07139624,11.50825488,10.46235221,11.82327733,11.62839831
Ahyacinthus07632,10.61505278,10.16088797,10.04423977,10.95894452,9.941936342,11.20973288,9.928742354,10.37461798,9.887749421,9.691941225,9.555510878,11.38951209,9.595957071,11.05834911,9.947007776
Ahyacinthus07639,8.809737177,8.767710974,8.957541787,9.302895434,9.693822032,8.533409771,10.05339317,9.852006876,9.540044073,8.452441561,9.146587444,8.876114619,9.616720612,9.647821253,9.874879272
Ahyacinthus07638,8.681422301,8.808950124,9.516052284,6.47174412,9.801434083,9.203267989,10.03235351,9.74086903,9.637261705,8.016244002,9.25854725,8.059572706,10.05097994,8.695862452,9.058140563
Ahyacinthus08788,7.454722962,7.726687761,6.82267154,6.47174412,6.923543097,7.050966582,7.276891919,7.691182617,7.396999185,7.100387467,6.849959595,6.47174412,7.124034591,6.47174412,6.793000757
Ahyacinthus08789,7.882929759,7.982886331,7.573056347,6.47174412,7.645885571,7.721616412,8.203655062,8.611601378,7.324187006,7.393153158,7.353260724,7.443391518,8.601894755,6.47174412,7.889259047
Ahyacinthus08784,9.93501502,10.23731156,8.8879874,9.632040809,8.654649601,10.1978281,9.004218377,8.826324665,8.67684079,8.464160123,8.082972008,7.491317227,9.185588265,6.47174412,8.268677407
Ahyacinthus08786,8.958434142,9.234493612,8.993224558,6.47174412,8.687257498,8.392847715,8.89456981,9.071280262,9.228929388,8.727060478,8.96592564,8.90727521,9.369414179,7.266008979,9.618694991
Ahyacinthus08787,8.606147461,8.268510097,6.47174412,6.47174412,7.704598962,7.444336011,8.245962698,8.996627088,7.879992228,7.86452246,7.685434579,7.726741512,8.681362579,7.075351098,8.255078424
Ahyacinthus08780,7.05337499,7.236596967,7.062252443,6.47174412,6.47174412,7.111161756,7.079831619,7.339350546,7.138668515,7.238713688,6.47174412,6.47174412,7.25866164,6.47174412,6.675176122
Ahyacinthus08781,9.628640799,9.632710469,9.092933915,6.47174412,8.733506892,9.270205014,9.891339643,9.243886472,9.261555516,9.568693539,9.970278413,8.079468019,9.722565762,8.352318168,10.24547806
Ahyacinthus08782,10.59613383,9.364197859,9.253035011,9.461444514,9.818961867,9.215318635,9.930912101,9.908291743,9.07403005,9.487012532,10.15692877,7.430978204,9.249614954,9.133215637,10.47879492
Ahyacinthus08783,10.2372836,10.17778413,9.511521989,9.632040809,9.447418132,9.311853036,10.54558247,10.29664484,9.835199993,9.515128831,10.12538387,9.046976891,11.51035985,9.938613044,10.17068589
Ahyacinthus00065,11.74033265,12.24058243,11.51908204,10.79265945,11.60179413,11.41200887,11.91726879,11.82753409,10.96287403,11.55369915,12.13850347,11.29655439,12.07125717,10.8080762,11.80281556
Ahyacinthus00064,8.248361739,7.495529335,7.915120039,7.598060305,7.657912496,7.694500273,8.604787632,9.183985359,6.47174412,7.816998122,8.243847605,7.717612545,8.43761938,6.47174412,7.926158038
Ahyacinthus00067,9.783649515,10.06203091,9.425756025,6.47174412,9.605457686,8.956385672,10.77673951,10.10830969,9.112741022,10.03407951,9.958798516,8.944407129,10.02547795,9.854377393,10.04633672
Ahyacinthus00066,7.744160381,8.815346442,8.174759977,8.617026461,8.216826562,7.748022878,7.596525482,8.271434511,7.445273346,8.883255631,8.187825651,7.726741512,7.651621866,6.47174412,7.770300959
Ahyacinthus00061,9.312051176,9.801893552,8.729004035,6.47174412,9.67706876,9.722523143,8.25349882,9.241157261,8.288378363,8.039650725,9.32644009,7.621380714,9.834824613,6.47174412,10.02060276
Ahyacinthus00060,10.73606177,10.3767965,11.07203297,10.69673711,11.56912575,11.06185512,10.67227797,10.76577562,11.78359119,11.30341135,11.3415815,12.31938213,11.39171715,11.00113809,11.66658303
Ahyacinthus00063,7.748392319,7.63273223,7.733895427,6.47174412,7.516383808,7.388428228,8.092982826,8.324479145,7.551152668,7.659783095,8.034988676,6.47174412,8.176451673,6.47174412,6.47174412
Ahyacinthus00062,10.97201656,11.61316409,10.98922715,11.96822498,10.8288828,9.921974328,11.05697673,11.39678673,10.81441706,11.01749301,11.17635629,11.02783195,10.96086614,10.09343001,10.78240529
Ahyacinthus00069,7.705257108,7.535030823,7.00063874,10.33788726,7.002550555,8.377892377,7.643410399,7.54091916,7.029483999,7.436554773,7.806191958,7.491317227,6.47174412,9.878959746,6.47174412
Ahyacinthus00068,10.14124402,10.72687852,11.30469076,10.04148409,10.97762229,10.40151782,9.634100487,10.22983064,11.19480652,10.71418916,10.59244351,10.93422838,11.21310129,8.510927728,10.548815
Ahyacinthus08252,10.64839599,10.62644603,10.11900961,6.47174412,9.856563525,10.22347045,10.37835578,10.66646964,9.967976417,9.909387027,6.47174412,10.24280835,9.965921563,6.47174412,10.35324618
Ahyacinthus08253,11.66919248,11.91423564,11.69551431,12.82016944,11.77502965,12.47155684,12.31866264,11.79738218,12.15166967,12.2607743,11.66094197,13.21303498,11.04154139,13.88957202,12.68959822
Ahyacinthus08256,11.10097095,10.89533201,11.13102909,9.898552908,10.76579728,10.95798966,10.79461874,11.26807733,10.57028836,10.11968778,10.42253602,11.43670115,10.40566865,10.29804876,10.7545563
Ahyacinthus08257,7.80588544,7.372656149,6.47174412,6.47174412,8.460495923,7.798881281,9.300461796,8.560466653,7.124256531,7.626112713,7.961917475,6.47174412,6.47174412,8.527388694,7.378582122
Ahyacinthus08254,9.862578573,9.502305827,10.21511283,9.898552908,11.1264311,9.941173214,9.502406174,9.878262521,10.70883135,10.33326978,10.80793199,11.00943834,10.56470413,9.271428434,11.38049716
Ahyacinthus08255,9.842841049,10.64963566,9.770483618,10.31648585,10.71441606,9.463646865,9.519922778,10.43864427,11.05983957,10.66973721,10.73988382,10.1740153,10.58223583,8.46023419,10.50457453
Ahyacinthus08258,9.64873749,9.263874244,8.827145376,10.29037369,9.850188031,10.13267139,9.840268136,9.794312689,9.281562853,9.059352901,8.301757872,11.67103068,8.183205249,11.69872921,9.21379165
Ahyacinthus08259,7.598269749,8.341214251,7.504904637,8.097667101,7.786694964,7.959876516,7.789072915,8.083464849,8.025719839,7.883719387,8.464664338,9.015747618,8.790142578,6.47174412,8.60292744
Ahyacinthus01336,8.450280922,8.34733877,8.885605949,9.429531904,7.523310201,8.370347154,7.712799732,7.996803219,7.623170375,8.571507635,8.615837076,7.838586579,8.464719211,8.870621647,6.47174412
Ahyacinthus22936,8.083114471,8.134329889,8.308389871,6.47174412,9.177564808,7.263204329,7.610158232,8.767618563,8.423933428,8.369735056,8.134064532,6.47174412,8.572648268,6.47174412,7.140993959
Ahyacinthus01334,6.939203327,7.207985923,6.47174412,6.47174412,6.47174412,7.53007927,7.603366433,7.529609476,8.077120688,7.10997967,7.700411041,7.924809664,7.876741526,6.47174412,6.47174412
Ahyacinthus22934,7.882929759,6.911200753,7.834009338,8.9974017,8.165439256,8.941807705,8.398612992,8.340767178,7.542794181,8.179811226,6.47174412,7.886464211,6.47174412,8.575544876,8.98225794
Ahyacinthus22933,6.988043838,6.83782648,7.387071871,6.47174412,7.812670744,6.47174412,7.406155417,7.240302918,7.180026983,7.669192844,7.041481571,6.47174412,7.27590775,6.47174412,7.450311896
Ahyacinthus01333,8.732399199,8.960362815,8.0476273,9.469310061,9.058909304,8.678085028,9.373229641,8.724324145,10.05770992,8.976536499,9.72845708,9.493913303,10.38047981,8.494252551,8.851241746
Ahyacinthus22931,6.47174412,6.47174412,7.377982009,8.141481252,8.017766112,6.47174412,7.669212075,7.821599038,7.615435159,8.110267317,7.547809043,8.375021943,6.47174412,6.47174412,8.268677407
Ahyacinthus01338,9.425740063,9.123895071,9.145119339,9.739579416,9.060786038,9.145594141,9.132783431,9.043170818,9.51338896,9.833737647,9.879796881,9.902286784,9.240648078,9.397082986,9.715502985
Ahyacinthus09121,6.47174412,7.488771372,7.587537173,8.283283081,7.754642937,8.499696622,6.975025106,7.590152956,7.575780967,6.47174412,6.47174412,7.689716733,8.032562854,8.779381729,7.667297373
Ahyacinthus09120,8.827096556,9.364197859,9.623404829,8.674498358,9.775851127,9.32669294,9.426963355,9.144996804,9.990946465,10.03556169,9.275314168,11.1663863,8.98063466,7.502782299,10.02060276
Ahyacinthus09127,9.492093408,9.493251945,10.47057396,9.311706371,9.89319277,9.223294318,8.941709526,9.785081589,10.33827308,10.49990613,10.28575343,9.646253082,10.21023207,8.234138189,9.99942388
Ahyacinthus09126,7.316809191,9.474966533,7.883401021,6.47174412,7.765437849,6.47174412,7.568651177,8.277127272,6.47174412,7.732672716,7.503129094,8.004773221,8.286416801,6.47174412,7.334547667
Ahyacinthus09125,7.466190265,7.931925225,7.512736346,6.47174412,7.458925499,6.47174412,7.388936708,6.47174412,7.302066136,6.47174412,8.029531633,8.025631745,7.571629602,6.47174412,6.47174412
Ahyacinthus09124,8.88448904,8.496910901,9.626195389,10.05708794,9.487942334,9.388052262,8.04919331,8.837394722,9.610837324,9.785975557,9.713306374,9.511680231,9.098634032,8.832278862,9.855564462
Ahyacinthus24692,9.126003183,10.04983321,8.99542387,9.645940643,9.783686362,10.8884281,9.862056628,9.285514781,9.952043253,10.10987935,9.58084095,10.66994181,9.040910973,11.26220234,9.484323275
Ahyacinthus24693,6.47174412,7.188221058,6.911041152,6.47174412,7.238296561,7.57783667,7.24605595,6.883764126,6.975064217,7.44855224,7.426549546,7.997734443,7.27590775,7.502782299,6.47174412
Ahyacinthus24694,7.337080785,7.961934358,6.47174412,6.47174412,6.47174412,7.368910331,8.25349882,7.606002257,8.446403561,7.586123148,8.108796595,7.365953843,7.673305406,8.031764264,8.099577093
