"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00012955",0,304,47,0,401,18,69,64,372,0,0,318,0,206,15,69
"Peve_00012956",0,3996,1129,0,2841,346,1296,697,3681,0,0,925,178,417,82,832
"Peve_00027574",0,923,188,0,807,0,193,152,397,0,0,270,87,88,0,158
"Peve_00027571",0,1263,214,0,534,0,148,0,245,0,0,161,0,35,10,75
"Peve_00027579",0,878,271,0,1034,41,271,558,431,0,0,557,0,106,16,376
"Peve_00037952",217,5686,1384,47,7405,0,1238,841,1976,25,0,1248,0,297,46,463
"Peve_00037953",0,370,140,0,276,0,0,0,109,0,0,148,0,18,23,175
"Peve_00037954",0,186,49,0,128,0,40,0,139,0,0,133,0,0,34,61
"Peve_00037955",0,665,160,0,588,0,576,90,460,0,0,235,0,214,7,115
"Peve_00023050",38,318,0,0,502,234,0,11,0,0,0,0,0,27,25,40
"Peve_00024001",4166,133420,17081,406,121851,6160,18804,16543,59694,553,167,45138,3505,16317,1193,14743
"Peve_00024008",2269,984,53,76,1442,0,683,0,720,153,61,899,0,372,15,79
"Peve_00016129",0,471,95,0,395,0,110,0,271,0,0,69,0,70,0,80
"Peve_00026716",0,15,0,0,75,20,0,0,87,0,21,29,0,29,0,60
"Peve_00026717",0,2755,554,0,2244,620,1238,1896,1848,0,0,1028,707,1259,50,603
"Peve_00013338",0,2459,422,0,1880,165,434,669,1674,0,0,839,98,228,13,409
"Peve_00012939",0,1466,274,0,322,224,543,331,588,0,0,493,48,49,0,313
"Peve_00011796",0,677,195,0,693,56,173,190,396,0,0,432,0,18,0,336
"Peve_00011795",0,3414,536,0,737,105,270,265,856,0,0,296,49,62,55,236
"Peve_00011790",14,6974,289,0,899,119,2723,641,1300,0,0,1435,0,109,0,1095
"Peve_00011791",0,12154,650,0,1652,449,3581,2191,3488,0,0,4082,167,680,49,3063
"Peve_00020653",0,432,136,0,375,28,158,0,283,0,0,61,0,129,0,74
"Peve_00020651",0,1705,583,0,894,112,625,616,1295,0,0,703,0,179,0,626
"Peve_00020658",0,381,20,0,85,0,0,0,141,0,0,90,12,43,0,14
"Peve_00004958",0,250,32,0,151,38,0,72,99,0,0,36,0,10,0,32
"Peve_00004959",0,2211,557,0,1687,89,571,1103,1840,0,0,1232,372,406,0,446
"Peve_00004953",0,415,33,0,407,0,25,0,260,0,0,129,0,61,0,94
"Peve_00004950",0,2113,426,0,1272,105,341,182,585,0,0,411,0,317,33,260
"Peve_00004956",0,1027,297,0,1447,123,162,167,344,0,0,252,0,205,32,256
"Peve_00004957",0,1895,342,0,1965,131,410,124,1807,0,0,305,93,183,24,315
"Peve_00004954",0,334,156,0,533,0,278,0,257,0,0,99,0,36,0,68
"Peve_00015471",0,322,45,0,665,0,82,69,49,0,0,75,0,18,0,9
"Peve_00015476",0,772,234,0,401,150,510,211,560,0,0,362,0,55,0,90
"Peve_00022875",71,315,40,3,339,15,7,73,14,0,3,96,69,103,6,29
"Peve_00022874",0,418,75,0,1262,0,825,183,772,0,0,284,0,42,0,85
"Peve_00022876",325,13598,4329,0,8783,1626,2437,3299,11586,0,0,5241,1313,2401,434,3935
"Peve_00022871",0,140,29,0,102,0,29,69,41,0,0,155,0,27,0,57
"Peve_00022870",0,470,188,0,1070,146,469,101,254,0,0,272,104,162,6,135
"Peve_00022873",0,559,244,0,2532,295,512,0,407,0,0,449,0,0,7,322
"Peve_00010440",0,940,274,0,954,0,220,162,808,0,0,419,0,158,23,221
"Peve_00010442",0,201,80,0,136,28,19,0,90,0,16,46,0,40,0,26
"Peve_00010445",0,375,51,0,119,0,243,0,559,0,0,17,0,20,0,92
"Peve_00010444",0,3369,823,0,2048,0,612,0,2077,0,0,556,308,408,0,716
"Peve_00010446",0,690,53,0,227,0,185,0,683,0,0,77,0,88,0,217
"Peve_00010449",27,2294,743,0,2257,106,594,304,1213,0,0,791,94,354,58,620
"Peve_00010448",0,4153,804,0,7487,0,2428,469,4365,0,0,2224,199,1499,41,902
"Peve_00025065",0,475,147,0,387,72,100,167,213,0,0,218,0,64,14,63
"Peve_00025063",0,501,284,0,683,0,40,250,599,0,0,262,14,70,0,278
"Peve_00025061",0,614,98,0,276,39,22,0,407,0,0,199,0,113,0,244
"Peve_00015788",97,1353,121,0,993,142,206,0,433,0,34,426,0,49,0,215
"Peve_00012178",33,430,92,0,862,0,169,0,346,0,0,239,0,225,0,102
"Peve_00012177",0,3480,948,0,1767,157,2267,703,3759,0,0,1078,245,607,28,1537
"Peve_00015782",0,82,38,0,62,0,49,0,62,0,0,69,9,27,0,24
"Peve_00015784",0,619,104,0,665,0,284,308,287,0,0,224,0,87,0,154
"Peve_00015787",44,477,182,0,1019,0,143,0,184,0,0,129,0,166,0,139
"Peve_00015786",0,277,84,0,369,0,107,0,307,0,0,157,0,13,6,67
"Peve_00044754",0,26,486,0,34,0,542,48,1942,0,0,288,108,132,0,27
"Peve_00041507",0,268,81,0,332,0,559,28,330,0,0,153,0,45,7,90
"Peve_00044756",0,398,158,0,142,0,33,0,52,0,0,214,0,37,0,35
"Peve_00044757",0,582,196,0,814,0,69,0,151,0,0,265,0,169,21,103
"Peve_00044753",0,342,20,0,462,0,390,0,632,0,0,37,0,14,0,78
"Peve_00041509",0,536,0,0,336,35,201,0,434,0,0,130,79,105,0,108
"Peve_00003729",0,205,70,0,120,0,0,38,236,0,0,66,29,19,0,23
"Peve_00014431",0,66,13,0,272,0,168,0,110,0,0,89,0,28,0,121
"Peve_00014434",0,650,0,0,1063,0,582,45,971,0,0,379,64,129,0,162
"Peve_00016467",0,488,171,0,974,0,249,0,351,0,0,329,0,62,17,106
"Peve_00024827",0,478,60,0,464,0,10,74,0,0,0,132,20,111,10,123
"Peve_00024820",0,3400,600,0,3769,216,1232,634,2455,0,0,1142,234,683,61,648
"Peve_00016469",0,407,109,0,350,0,98,0,278,0,0,82,0,54,10,79
"Peve_00016468",0,2042,1067,0,1926,139,1111,452,3085,0,0,1065,62,326,92,410
"Peve_00043908",0,505,258,0,776,62,218,104,642,0,0,344,0,91,45,136
"Peve_00043907",247,1143,218,0,1051,0,355,347,1235,0,0,559,104,184,0,292
"Peve_00043903",0,138,32,0,456,0,80,0,207,0,0,0,0,15,13,114
"Peve_00042364",9,46,8,0,30,39,43,21,34,4,0,16,0,32,0,16
"Peve_00009608",0,309,91,0,88,0,118,0,130,0,0,142,0,46,18,72
"Peve_00009600",381,2943,289,23,3856,301,1143,616,1663,0,0,1022,112,872,27,324
"Peve_00009605",0,3002,411,0,2452,141,1396,310,2775,0,28,1279,81,641,88,774
"Peve_00009604",129,1955,343,0,2827,233,924,84,900,0,0,1276,0,648,0,244
"Peve_00009606",0,3590,1075,0,2369,601,1006,425,1748,0,0,1113,141,389,138,907
"Peve_00001478",24,59,17,0,85,0,115,0,0,0,0,0,106,40,13,19
"Peve_00001479",0,682,142,0,754,187,164,0,458,0,0,282,0,0,0,113
"Peve_00001472",22,1294,156,0,952,0,333,207,126,0,0,750,0,126,24,328
"Peve_00001470",0,567,95,0,367,0,225,0,221,0,0,131,0,96,7,74
"Peve_00001477",0,284,31,0,161,0,113,149,300,0,0,55,0,0,0,34
"Peve_00007736",0,61,19,0,36,57,107,81,10,0,0,36,98,100,18,23
"Peve_00002927",0,230,42,0,1066,37,332,187,342,0,0,130,0,51,0,69
"Peve_00002921",0,417,54,0,554,0,215,201,61,0,0,86,0,137,0,43
"Peve_00002923",0,1218,161,0,1351,0,674,0,328,0,0,708,0,262,0,168
"Peve_00007730",367,3162,580,26,4813,166,1233,301,2441,66,0,1406,92,774,17,824
"Peve_00002929",572,1195,171,0,1356,0,496,0,548,39,0,455,0,144,0,150
"Peve_00002928",77,11308,1931,61,44003,2514,32265,4385,8048,0,0,1238,177,934,54,3515
"Peve_00007738",0,1318,345,0,596,0,456,509,854,0,0,462,35,144,54,275
"Peve_00004185",1529,5123,1163,270,4896,327,715,688,2702,261,0,2957,309,654,136,1222
"Peve_00004187",0,480,71,0,589,0,193,187,511,0,0,459,150,29,0,138
"Peve_00004181",0,483,199,0,923,58,264,151,245,0,0,408,0,75,33,209
"Peve_00004180",105,9045,2269,0,5746,542,2596,1522,6962,0,0,3057,787,1245,124,1666
"Peve_00039002",0,411,48,0,483,0,153,0,184,0,0,145,0,29,22,172
"Peve_00039003",0,497,368,0,720,87,101,116,472,0,0,241,120,73,23,412
"Peve_00018435",0,246,34,0,205,42,69,146,172,0,0,61,0,21,0,84
"Peve_00004188",0,1608,369,0,839,144,471,482,856,0,0,748,0,176,27,233
"Peve_00018433",0,5090,1802,0,8453,241,1906,1455,3076,0,0,1282,328,1256,38,1307
"Peve_00027038",0,148,188,0,53,0,71,51,233,0,0,257,0,0,0,56
"Peve_00027039",0,402,207,0,255,17,104,329,266,0,0,0,12,106,0,81
"Peve_00027035",86,1435,228,0,1180,329,420,898,460,0,0,288,146,542,60,282
"Peve_00029030",111,1720,382,0,1466,84,864,47,819,0,0,263,27,186,0,319
"Peve_00029031",0,1422,598,0,1151,100,449,179,994,0,0,286,226,168,76,530
"Peve_00029032",0,6818,1332,0,4164,859,3082,2217,3222,0,0,6960,583,3449,141,4160
"Peve_00029034",30,411,38,0,553,0,239,0,362,0,0,372,53,140,6,167
"Peve_00029035",0,287,89,0,197,117,137,0,347,0,0,145,0,36,0,61
"Peve_00029037",0,206,53,0,123,46,65,30,285,0,0,119,0,17,0,40
"Peve_00029039",0,13878,2526,0,7518,525,4526,2196,10332,51,0,3927,759,1549,245,2788
"Peve_00027831",0,2727,670,0,4163,351,1297,567,1513,0,0,805,226,240,28,508
"Peve_00008652",0,833,845,0,2565,0,258,192,544,0,0,164,0,390,12,332
"Peve_00043018",0,690,238,0,693,0,627,193,714,0,0,421,95,164,36,242
"Peve_00043019",0,190,25,0,0,61,171,156,315,0,0,283,16,0,0,9
"Peve_00043016",0,318,33,0,482,0,151,29,157,0,0,264,42,68,3,51
"Peve_00043014",41,11158,2198,0,8196,722,2403,1395,4195,8,0,2698,646,275,84,2640
"Peve_00043015",0,458,54,0,302,47,135,0,336,0,0,66,100,16,19,160
"Peve_00001297",0,1382,158,0,732,0,885,294,2847,0,0,376,0,160,0,201
"Peve_00001295",0,6567,1803,0,6304,412,3751,1120,5457,0,0,3806,334,1168,153,1917
"Peve_00001293",103,7010,1011,114,5225,351,1380,903,3578,0,0,1853,289,1657,145,1222
"Peve_00019937",0,68,26,0,138,19,0,110,0,0,0,202,49,80,7,18
"Peve_00038661",0,1076,375,0,1614,0,545,450,1335,0,0,846,105,207,0,414
"Peve_00038660",199,6557,1813,35,4978,275,1455,1338,3690,0,0,3499,311,801,96,1595
"Peve_00038669",45,2220,234,0,2779,0,796,0,702,42,0,803,0,402,0,240
"Peve_00034177",0,339,172,0,404,0,332,254,628,0,0,136,0,81,0,134
"Peve_00040660",0,1712,210,0,4897,170,0,210,125,0,0,721,0,720,20,469
"Peve_00034178",0,1642,210,0,1369,0,327,364,1273,0,0,576,0,658,55,354
"Peve_00007383",0,239,252,0,116,34,0,92,201,0,0,246,30,137,25,0
"Peve_00008657",0,46,27,0,11,38,98,9,46,0,0,36,0,0,37,20
"Peve_00006122",0,410,80,0,497,0,0,349,363,0,0,200,0,165,0,172
"Peve_00039513",56,5858,599,0,4884,293,1235,376,2944,0,0,1349,165,672,75,842
"Peve_00025912",0,190,106,0,526,0,413,291,651,0,0,95,0,33,12,118
"Peve_00039515",0,230,67,12,194,0,47,0,60,0,0,80,0,0,0,110
"Peve_00012183",90,3863,949,0,5536,109,1831,799,2732,0,0,1200,104,822,47,757
"Peve_00007293",0,247,58,0,227,0,168,0,10,0,0,70,0,31,11,87
"Peve_00007297",174,696,120,0,761,0,686,0,0,0,0,287,0,92,0,170
"Peve_00034991",0,759,210,0,483,0,34,0,449,0,0,252,22,90,0,151
"Peve_00034990",0,325,89,0,210,78,202,0,990,0,0,0,0,19,0,141
"Peve_00034992",0,372,81,0,131,12,84,42,32,0,0,60,20,0,1,20
"Peve_00034999",0,2004,673,0,1782,34,1122,104,5548,0,0,501,321,0,12,334
"Peve_00031589",0,521,232,0,801,99,128,127,245,0,0,245,59,25,0,263
"Peve_00031311",0,333,128,0,170,0,77,95,0,0,0,122,0,24,0,112
"Peve_00031314",0,617,156,0,241,155,0,0,586,0,0,91,80,69,23,153
"Peve_00031315",0,4268,1353,0,2816,352,959,648,3087,0,0,1617,274,734,153,894
"Peve_00031316",67,2052,125,0,924,0,2955,339,2671,0,0,696,0,686,250,941
"Peve_00031318",0,1609,266,0,563,0,259,84,179,0,0,534,0,0,31,222
"Peve_00008841",97,2270,154,0,306,45,287,54,218,0,0,601,0,120,0,28
"Peve_00031588",0,1415,197,0,1077,60,347,515,987,0,0,820,217,270,77,319
"Peve_00008213",0,332,47,0,348,0,79,0,41,0,0,123,0,31,11,63
"Peve_00008212",2112,3677,649,378,6324,200,1418,866,1983,152,0,2647,378,1024,92,770
"Peve_00008219",1106,4593,570,74,2964,243,524,953,3010,0,0,1447,570,535,53,771
"Peve_00036844",0,748,76,32,837,109,318,0,508,0,0,461,0,138,0,223
"Peve_00019420",1251,4914,454,119,6347,179,2215,957,2520,82,0,1774,42,991,29,615
"Peve_00019421",241,4684,750,0,2444,220,1002,652,1366,0,0,1925,119,409,147,967
"Peve_00028029",0,32,21,0,110,0,90,89,106,0,0,40,19,21,0,34
"Peve_00028020",19,446,163,24,205,0,98,0,193,0,0,95,18,72,0,143
"Peve_00028022",0,799,80,0,439,13,0,150,4,0,0,348,22,32,2,174
"Peve_00028023",90,240,49,0,69,0,70,0,130,0,0,54,0,19,0,141
"Peve_00028026",26,1053,271,0,1150,0,857,326,703,0,0,497,0,376,26,345
"Peve_00028027",291,601,70,62,1825,0,281,276,474,0,0,673,9,747,0,82
"Peve_00031863",0,664,150,0,429,0,292,236,532,0,0,186,7,29,0,169
"Peve_00031867",0,453,63,0,289,0,214,86,0,0,0,49,74,79,0,98
"Peve_00031864",0,1515,451,0,1145,0,795,323,121,0,0,508,39,487,26,505
"Peve_00031865",0,69,40,0,109,57,70,0,22,0,0,115,0,33,0,0
"Peve_00030190",111,3071,643,0,2610,95,1239,381,1652,0,0,1052,0,334,45,651
"Peve_00030195",0,179,77,0,134,0,130,146,228,0,0,193,0,44,0,29
"Peve_00030194",0,1568,185,0,1617,49,150,0,496,0,0,510,102,177,0,340
"Peve_00012379",0,2189,578,0,2472,116,3332,398,1642,0,0,1649,192,817,14,585
"Peve_00012377",293,2993,376,0,1717,269,695,371,1480,0,0,1360,329,601,0,625
"Peve_00029372",0,1443,297,0,881,333,513,504,1072,0,0,930,240,183,72,340
"Peve_00029370",598,97769,28752,102,98382,5539,57434,21305,81137,0,0,34472,8151,7837,540,25637
"Peve_00029376",0,222,113,0,703,0,141,42,94,0,0,73,29,37,0,22
"Peve_00037082",0,165,66,0,198,0,40,43,51,0,0,126,47,0,0,112
"Peve_00037083",2647,5205,825,193,9180,434,2338,728,4229,95,102,3088,269,1315,52,1196
"Peve_00037080",0,1129,288,0,637,86,649,130,928,0,0,887,273,12,45,338
"Peve_00037081",68,128,0,0,196,0,171,0,75,0,0,96,0,11,0,34
"Peve_00037084",78,855,180,0,2074,48,738,200,805,0,0,252,0,104,11,357
"Peve_00037085",0,833,321,0,7641,121,324,69,330,0,0,183,0,491,8,181
"Peve_00011988",0,865,118,0,1292,97,0,46,0,0,0,96,22,66,6,153
"Peve_00030739",498,10646,1229,48,12237,511,3784,896,5702,0,0,2871,155,1322,101,1806
"Peve_00030735",0,6365,3654,0,20317,1218,4086,3021,11073,0,0,9583,2018,4219,2045,11954
"Peve_00030734",0,188,63,0,149,39,0,0,32,0,0,12,22,74,42,25
"Peve_00037338",0,1150,207,0,1671,81,299,0,531,0,0,240,0,199,0,213
"Peve_00037339",0,801,0,0,2477,0,93,94,278,0,0,171,0,286,0,161
"Peve_00038506",0,704,73,0,139,79,188,0,533,0,0,95,0,86,0,19
"Peve_00038504",0,742,47,0,175,49,61,49,306,0,0,126,0,0,0,101
"Peve_00037335",0,209,59,0,42,0,46,53,344,0,0,32,0,0,0,22
"Peve_00037337",0,580,146,0,384,38,250,0,374,0,0,300,0,0,0,212
"Peve_00033420",0,554,150,0,277,0,239,101,96,0,0,0,0,88,0,132
"Peve_00045332",0,858,133,0,789,0,144,0,633,0,0,211,0,148,0,234
"Peve_00013394",102,2315,245,0,1636,0,519,78,1122,0,0,538,0,272,0,394
"Peve_00013395",0,261,28,0,310,0,207,58,134,0,0,45,0,0,0,56
"Peve_00013390",0,2319,1366,0,3286,0,699,513,431,0,0,770,72,653,67,0
"Peve_00013391",39,7959,4270,0,14502,256,972,1049,577,70,0,3254,221,2600,322,2315
"Peve_00013392",0,1215,177,0,562,144,330,0,915,0,0,201,64,135,36,231
"Peve_00013393",64,5998,924,0,6989,139,1164,372,2781,84,0,2288,0,588,21,1032
"Peve_00013961",0,824,226,0,1717,0,386,56,557,0,0,338,168,153,0,171
"Peve_00013966",368,2765,283,0,3065,0,332,290,1421,0,0,601,113,461,22,462
"Peve_00013969",0,3877,720,0,3342,176,711,693,1524,0,0,2413,219,799,88,1002
"Peve_00036065",0,1247,399,0,303,123,954,46,801,0,0,181,79,27,0,184
"Peve_00036064",0,466,78,0,187,0,136,27,67,0,0,140,11,27,0,42
"Peve_00032773",0,27,0,0,19,24,15,26,12,0,0,0,0,25,20,1
"Peve_00020033",85,1061,51,0,1259,294,382,504,631,7,25,846,71,0,31,56
"Peve_00020032",0,637,27,0,275,0,190,310,626,0,0,177,50,90,44,20
"Peve_00020039",26,249,0,0,417,0,249,42,765,5,0,289,54,34,0,0
"Peve_00024907",0,8198,3554,0,6490,916,902,1563,3733,0,15,3631,1071,844,239,2761
"Peve_00024906",0,1415,189,0,586,1,94,0,441,0,0,305,59,23,0,183
"Peve_00024905",0,1782,331,0,2044,97,750,0,1601,0,0,712,0,255,29,471
"Peve_00024904",0,1387,279,0,2565,137,1020,133,1119,0,0,1169,0,493,47,483
"Peve_00024903",307,569,165,71,653,0,459,62,326,0,0,397,0,179,0,100
"Peve_00018968",0,776,112,0,1078,0,370,0,625,0,0,606,0,117,0,170
"Peve_00024901",43,1404,473,0,924,296,959,479,2213,0,0,1065,347,13,327,718
"Peve_00024900",0,291,46,0,240,0,100,36,214,0,0,148,0,46,2,47
"Peve_00018969",0,2289,255,0,430,66,1794,1282,979,0,0,1369,101,394,56,902
"Peve_00024909",0,1159,311,0,988,46,450,0,675,0,0,469,0,265,34,386
"Peve_00024908",0,883,143,0,1288,100,320,296,640,0,0,514,28,196,0,84
"Peve_00008494",0,355,60,0,313,0,204,0,268,0,0,95,14,42,0,52
"Peve_00010263",621,7312,1436,10,7926,537,1454,1202,4786,0,0,1878,126,1025,150,1190
"Peve_00010265",0,524,139,0,749,0,83,0,257,0,0,295,85,0,0,199
"Peve_00010264",0,435,37,0,686,0,180,0,93,0,0,267,0,304,58,93
"Peve_00022682",0,592,124,0,464,170,160,0,712,0,0,175,0,40,64,212
"Peve_00022681",0,966,124,0,1119,103,353,0,644,0,0,94,88,0,0,296
"Peve_00030372",0,420,51,0,231,0,171,93,238,0,0,78,0,15,0,38
"Peve_00021343",0,1184,215,0,1110,0,617,81,375,0,0,381,0,167,0,248
"Peve_00022536",2527,2914,427,227,5033,130,1706,405,1467,96,35,2603,93,1460,73,290
"Peve_00037858",0,507,229,0,174,0,153,223,352,0,0,177,107,0,0,71
"Peve_00037854",45,16,0,0,34,0,115,0,28,18,11,14,0,36,3,0
"Peve_00037853",0,833,259,0,1171,136,255,536,87,0,0,438,49,599,39,0
"Peve_00037852",0,4398,1284,0,3869,904,564,2359,1583,0,0,1967,482,831,205,870
"Peve_00036964",46,8243,1421,0,8241,446,2630,868,6154,0,0,2870,495,943,66,1902
"Peve_00036962",99,4486,787,0,6302,0,5097,697,5121,0,0,2421,98,1350,61,984
"Peve_00016453",64,1496,93,0,134,0,51,98,48,0,0,476,49,95,1,28
"Peve_00036963",0,1100,410,0,1503,155,444,180,1051,0,0,668,0,148,0,395
"Peve_00019307",0,363,64,0,338,0,839,0,355,0,0,62,0,76,0,55
"Peve_00043324",0,1167,141,0,403,0,106,0,72,0,0,131,0,54,0,166
"Peve_00043325",0,318,186,0,124,0,190,0,181,0,0,90,19,57,0,77
"Peve_00026691",0,839,141,0,443,0,0,361,314,0,0,126,60,48,9,284
"Peve_00026694",0,17,9,0,60,42,65,0,37,0,0,7,22,51,13,6
"Peve_00013643",0,2454,557,0,1813,154,978,365,1837,0,0,427,0,0,0,416
"Peve_00001962",0,4291,862,0,4613,504,3226,862,3474,0,0,2948,800,479,366,1025
"Peve_00001963",60,2241,311,0,2001,311,1398,401,2342,0,74,1428,0,387,32,728
"Peve_00011613",0,215,40,0,98,0,0,0,32,0,0,63,23,65,0,30
"Peve_00011612",0,1106,93,0,552,76,32,0,440,0,0,272,52,136,0,138
"Peve_00011611",212,19405,3866,31,15626,1172,4279,2652,10781,79,0,7584,453,2497,289,3620
"Peve_00011610",0,1235,404,0,848,278,221,211,976,0,0,591,161,91,0,237
"Peve_00011615",0,2579,555,0,6797,333,1333,639,1836,0,0,1063,244,338,99,551
"Peve_00011614",0,2608,355,0,3371,146,1263,271,1963,0,0,603,99,542,17,479
"Peve_00013645",0,638,169,0,712,103,275,0,764,0,0,343,41,121,18,180
"Peve_00013101",0,72,10,0,53,46,47,0,30,0,0,17,49,67,7,14
"Peve_00026524",0,1010,187,0,674,164,372,167,499,0,0,523,67,239,0,155
"Peve_00013648",0,7048,1206,0,8670,426,3916,2202,7524,0,25,5930,754,1715,223,5314
"Peve_00026521",0,643,97,0,346,0,311,0,273,0,0,228,0,152,0,120
"Peve_00020598",36,681,165,0,1078,0,491,118,1342,0,0,351,59,134,0,159
"Peve_00020599",0,273,139,0,404,146,219,0,93,0,0,373,0,85,54,173
"Peve_00020592",0,1537,316,0,1151,183,906,0,1173,0,0,946,128,683,20,355
"Peve_00020593",248,2945,499,47,2258,150,734,148,1778,0,0,792,0,366,35,413
"Peve_00044707",450,7384,963,0,9618,597,3232,601,5221,0,0,3662,214,1370,66,1304
"Peve_00044704",0,3563,866,0,2101,310,992,519,2148,17,0,990,200,795,54,581
"Peve_00044700",0,3135,641,0,2148,374,534,543,1042,0,0,1299,115,776,72,1029
"Peve_00044381",0,393,156,0,261,0,210,0,408,0,0,128,0,41,51,136
"Peve_00002351",0,4313,1142,0,5473,436,2103,841,3234,0,35,2960,169,949,38,1156
"Peve_00002680",482,912,34,0,991,109,350,233,225,0,0,647,0,250,0,119
"Peve_00002682",0,894,194,0,1850,60,663,232,2361,0,0,319,95,91,64,324
"Peve_00023630",0,1452,346,3,1336,186,352,259,840,0,23,707,42,104,36,392
"Peve_00042976",2786,3016,319,491,3928,224,3656,576,1738,218,0,1618,271,548,32,624
"Peve_00042975",120,291,0,87,2675,0,89,0,0,29,0,55,0,36,17,34
"Peve_00023634",0,799,156,0,561,0,235,0,908,0,0,374,16,74,19,318
"Peve_00039900",0,465,53,0,816,0,535,104,514,0,0,114,0,62,0,99
"Peve_00039903",145,8809,841,0,2622,357,3037,1952,3132,0,0,1924,455,565,102,2247
"Peve_00039909",0,14197,1760,0,4243,707,1831,1103,4986,0,0,1777,512,35,49,2743
"Peve_00041773",0,399,253,0,528,184,366,255,918,0,0,289,38,163,42,163
"Peve_00041772",0,1752,522,0,997,245,633,85,1695,0,0,569,158,408,54,616
"Peve_00041775",0,1683,615,0,1517,134,1239,228,1141,0,0,377,39,501,29,389
"Peve_00041776",369,14448,2399,81,32771,974,6543,2243,9180,0,0,6392,361,3371,154,2176
"Peve_00041779",0,1418,243,0,1015,0,258,108,597,0,0,240,0,89,0,315
"Peve_00014578",43,93,2,0,94,64,99,0,5,0,0,88,77,135,33,33
"Peve_00014574",0,439,0,0,476,62,161,0,173,0,0,109,0,99,4,101
"Peve_00014576",0,7224,2327,0,6588,476,5095,2526,5017,0,0,4580,594,1692,270,2920
"Peve_00014570",716,12265,2226,182,30934,735,7226,1397,4167,124,109,5349,412,4908,202,1166
"Peve_00014572",0,311,155,0,205,0,340,0,324,0,0,132,0,78,0,162
"Peve_00003559",0,561,183,0,201,88,168,57,205,0,0,230,36,185,0,177
"Peve_00003556",0,977,173,0,1162,0,362,377,823,0,0,188,0,329,0,152
"Peve_00003555",465,1635,263,93,1758,0,577,364,1200,78,0,540,133,587,40,244
"Peve_00003554",0,690,114,0,559,34,308,0,207,0,0,157,0,52,7,192
"Peve_00003553",187,16578,3079,0,23659,1199,5702,1358,10534,0,0,7049,955,2574,179,3068
"Peve_00003551",96,4424,476,0,6762,278,2251,303,2705,0,0,2121,122,1576,34,738
"Peve_00003550",0,6592,1644,0,7438,564,4426,1070,8360,0,0,2428,440,245,24,1641
"Peve_00000197",0,214,5,0,133,56,0,139,134,0,0,265,0,98,56,55
"Peve_00006696",0,2227,446,0,1715,0,126,171,787,0,0,451,102,24,0,822
"Peve_00006690",663,770,71,207,1303,0,0,115,86,42,0,383,0,95,5,92
"Peve_00028221",0,2132,213,0,431,83,148,64,150,0,0,347,17,233,0,174
"Peve_00019996",0,580,144,0,520,0,649,130,487,0,0,132,0,66,0,49
"Peve_00019997",0,65,11,0,151,0,194,0,124,0,0,83,0,82,0,28
"Peve_00019990",0,1134,394,0,655,0,251,0,568,0,0,254,0,171,0,265
"Peve_00019991",0,284,95,0,311,0,42,76,72,0,0,123,0,70,0,79
"Peve_00019992",0,47,15,0,105,42,23,0,219,0,0,0,47,17,0,19
"Peve_00019993",0,1570,264,0,2476,54,766,128,800,0,0,473,15,61,15,267
"Peve_00043739",0,12447,2062,0,12209,719,1927,1896,6140,0,0,3299,329,1159,114,2587
"Peve_00043738",0,880,268,0,669,0,327,0,552,0,0,114,61,115,56,316
"Peve_00043736",0,1509,459,0,1370,83,518,309,236,0,0,436,41,455,44,393
"Peve_00043733",0,2045,215,0,488,108,258,0,256,0,0,106,47,35,0,220
"Peve_00043732",0,389,96,0,158,20,85,0,199,0,0,97,34,43,0,79
"Peve_00043730",0,83,0,0,230,0,89,115,88,0,0,143,0,42,0,53
"Peve_00015491",0,425,188,0,699,72,23,180,172,0,0,232,127,29,3,238
"Peve_00028594",0,1857,454,0,1529,0,910,235,1748,0,0,505,0,269,35,704
"Peve_00028597",0,790,117,0,840,60,380,27,417,0,0,278,26,0,0,168
"Peve_00028599",0,1958,458,0,921,0,333,768,1158,0,0,1377,242,714,56,541
"Peve_00015493",0,2536,517,0,2515,45,654,440,1598,0,0,947,92,784,24,377
"Peve_00020980",17,1117,282,30,942,222,554,148,1509,23,0,589,159,132,7,350
"Peve_00015497",0,1156,265,0,739,204,170,137,536,0,0,507,0,206,0,279
"Peve_00015496",0,77,49,0,53,41,37,0,132,0,0,0,0,37,0,85
"Peve_00004028",0,472,73,0,465,19,130,78,69,0,0,270,18,58,0,102
"Peve_00009012",0,148,44,0,186,0,66,128,0,0,0,36,27,53,0,43
"Peve_00009016",27,67,55,0,74,17,76,115,13,0,0,158,0,49,15,19
"Peve_00029179",0,1035,14,0,788,67,315,0,0,0,0,633,0,33,0,107
"Peve_00005645",0,121,4,0,119,0,17,29,24,0,0,63,0,22,4,13
"Peve_00033628",281,20,9,0,165,0,61,0,122,3,9,450,0,69,0,27
"Peve_00033629",0,172,22,0,251,56,64,0,39,0,0,218,0,0,0,81
"Peve_00033620",0,3450,967,0,952,0,180,544,498,0,0,628,141,76,37,302
"Peve_00033621",0,1116,185,0,1343,0,218,175,879,0,0,855,0,135,0,311
