"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
1247,957,740,54,352,339,1421,979,417,859,718,401,489,138,513
806,245,70,0,153,0,126,272,202,265,310,0,111,62,307
424,614,1731,0,698,220,396,579,238,754,584,99,149,44,197
8924,5300,6684,149,4779,925,1497,6281,4022,7353,1633,1139,3010,95,3639
4840,5458,4235,520,3591,2119,9413,5899,3614,4199,2436,2858,2790,1709,3065
6637,6538,4067,434,3226,1081,2360,3172,3395,1860,2302,1960,993,0,1391
3623,3299,3575,301,3620,988,2725,2678,2278,4650,2095,1870,956,426,2206
127454,47053,178748,105346,45648,57105,117761,26445,121621,52535,90175,81027,13456,71428,46001
2824,2242,1298,592,1773,606,2428,2941,861,2364,1209,1123,992,773,1589
1535,1422,896,381,635,494,4707,1956,293,1306,1316,583,507,718,786
4879,4665,2671,117,1716,453,2308,2311,828,2321,1592,1171,412,0,325
43,47,75,54,240,25,223,169,0,38,228,221,117,0,104
28426,25707,21295,5696,21194,12203,9506,31982,18798,35024,17480,20523,7608,4990,14067
33133,35645,30889,2138,27985,11692,11098,35375,18152,38434,13285,21544,9937,3995,18427
2543,2462,1348,257,1431,823,3507,3747,1346,2171,1708,793,1288,569,1782
73352,61296,100378,11938,145107,47346,39062,83178,83060,101572,50848,65037,37533,7485,89530
865,1010,2795,624,1986,769,820,868,1807,3532,1123,1694,944,711,882
641,720,460,1362,642,177,257,516,391,1903,1207,72,260,89,609
4289,4312,2837,1117,3297,2074,5016,5647,4127,6790,5698,2572,2471,1809,4902
3348,3888,1887,544,3137,1335,1565,4550,1813,4486,2303,3390,1234,319,2349
9457,4298,15282,3408,5677,2870,4581,2202,5965,8388,14013,2040,1764,2595,2411
458,404,135,0,489,122,49,388,179,309,281,68,165,0,170
404,37,46,0,238,11,29,50,249,216,15,72,9,0,64
509,973,328,62,558,141,642,817,242,669,295,229,334,70,210
161,205,139,38,170,135,296,275,74,114,69,0,214,0,0
184,219,168,0,38,60,218,279,24,391,199,0,140,31,339
73,49,103,0,24,0,149,209,0,131,101,68,68,0,179
48240,9127,4758,170,2392,9469,8692,10671,2714,21774,5063,195,3399,0,6699
1805,269,1522,0,4557,840,544,4478,727,277,416,300,766,0,131
563,490,184,0,376,210,318,667,258,326,104,24,373,0,359
1440,1478,1823,159,2072,907,1130,1574,955,2138,591,1077,771,220,2157
581,550,693,0,477,364,462,460,898,1051,432,307,277,76,374
4659,3284,1430,364,1440,777,3689,3965,1248,2117,1198,1255,1333,472,1691
2003,2250,1997,196,1816,608,2173,2803,1335,2371,1306,638,1023,305,673
8139,6841,3161,889,3659,2990,10900,11240,4332,4992,5217,2971,3365,1561,4953
144,92,82,65,39,36,295,170,143,105,137,0,111,0,0
11247,12001,5114,2181,4760,4138,18282,11085,3149,5106,5095,3133,2219,3340,3903
642,523,455,61,602,139,344,743,492,453,381,251,135,0,438
244,358,186,0,180,87,325,200,296,289,64,269,87,0,126
190,150,104,38,53,90,165,137,35,175,92,0,37,0,54
543,408,381,0,272,68,1142,542,75,375,509,243,390,66,209
0,120,159,0,157,36,86,58,222,87,0,0,113,0,109
11,62,108,0,34,1,41,36,148,45,0,56,88,7,38
1789,700,1332,205,807,674,557,951,783,860,954,695,343,82,542
11127,9232,4853,1156,5684,2675,5995,10053,5481,7704,6984,5372,3460,805,4760
4640,2988,1743,742,1358,1964,8462,3741,2087,1590,3195,1234,1994,884,3242
225,189,68,0,52,0,562,433,570,115,150,0,127,0,94
108,124,138,26,154,41,161,214,166,121,111,255,146,25,339
416,380,498,57,562,132,321,348,324,394,254,236,220,0,243
208654,163054,158274,35274,343223,82639,126453,193094,530632,132684,81335,232708,72416,41523,363354
394,261,31,0,0,66,311,412,59,200,95,0,171,0,0
1876,1806,879,175,1227,817,916,1812,1718,2072,579,756,758,60,901
429,261,654,92,634,228,95,415,1757,1330,1128,622,761,0,1817
1053,1123,718,0,730,358,579,788,1042,1534,510,522,599,0,476
1367,728,656,206,375,239,2013,802,467,435,1334,289,305,294,583
1275,997,416,230,463,451,1592,904,367,948,1578,515,311,346,384
1018,249,328,86,328,151,193,457,250,399,173,0,214,74,261
3499,2960,9471,182,8914,3320,2976,2880,22390,8393,3624,4948,5720,614,5228
1056,46,194,0,101,97,62,77,157,242,37,179,255,0,81
1318,327,856,0,74,108,158,240,395,328,60,270,575,0,421
38,11,0,0,35,96,9,12,0,0,123,33,9,0,10
367,248,107,33,247,0,105,53,222,523,58,0,203,0,423
233,427,292,87,151,92,492,275,199,85,364,126,342,0,180
512,383,1058,217,1190,401,818,1095,1449,1611,704,413,814,141,844
81,111,67,82,203,63,161,519,166,164,77,0,215,0,151
43,30,0,0,26,49,22,4,40,155,0,49,22,0,25
247,213,66,0,59,75,89,153,96,72,81,101,130,0,144
973,439,376,61,364,62,150,651,415,446,341,164,502,0,488
207,70,122,36,50,60,87,51,80,160,464,82,59,183,167
22,58,19,38,16,24,29,33,65,0,100,0,46,49,39
378,222,129,72,356,207,444,475,224,208,327,0,83,0,136
3799,1542,1074,125,1568,459,1155,2417,614,1196,584,3108,571,69,1283
105431,18166,7958,9133,7168,34426,306325,14115,10832,20160,12280,81906,4569,36353,4338
637,991,1972,39,791,246,219,321,318,254,658,222,476,72,370
184,39,88,24,93,53,77,47,30,365,90,734,88,410,0
1776,849,1680,155,563,386,416,114,0,474,706,721,344,170,104
15921,20994,42075,207,17287,3539,4867,1393,2044,7495,4265,590,6710,443,8440
306,22,135,0,0,85,225,0,0,69,0,1411,13,1234,0
167,611,523,55,281,28,33,1049,154,451,81,0,316,0,353
238,79,130,0,264,55,62,326,154,253,113,77,41,0,116
130,65,91,0,105,16,52,250,45,161,74,221,72,0,0
2063,2633,1190,181,1000,355,1210,2582,947,1343,740,794,992,138,1121
3713,2280,1654,1160,1979,1966,2828,4449,2224,9637,2188,2736,1372,699,2126
724,1164,578,6,449,202,1305,726,308,584,681,237,562,143,454
790,1285,532,135,467,229,668,655,536,1058,512,141,178,118,258
7351,584,253,559,1200,1042,3757,2101,456,6590,412,2171,98,180,1528
625,345,227,30,359,55,1526,866,209,823,0,211,736,209,287
7991,2563,2799,880,2795,1285,986,3147,1540,3485,1043,697,722,263,1593
12589,9721,3159,1419,8546,2510,4363,7211,3682,19513,1810,1509,2149,238,6736
746,843,570,85,1009,197,589,758,906,1097,386,536,475,0,405
1075,1360,1528,138,1445,471,775,1150,1578,2031,1220,776,845,126,1865
37,113,127,0,232,18,33,43,86,69,0,0,30,0,0
324,2,78,0,17,15,66,228,100,19,4,0,101,0,138
42,91,171,0,44,0,23,110,0,98,77,46,54,0,0
61,18,0,0,0,28,39,0,0,15,40,0,5,0,72
86,166,12,0,89,40,66,241,30,55,76,0,54,0,0
18820,17798,21181,21154,12553,15062,33715,28298,37588,9851,11788,5483,9533,4470,17088
114,8,146,36,202,0,25,207,0,307,0,23,0,0,0
58,12,0,0,0,13,61,12,0,34,45,0,24,0,0
84,232,204,0,59,30,161,231,198,192,48,151,189,0,116
623,451,315,0,499,260,846,734,578,466,952,333,560,328,492
1205,713,536,692,591,529,1577,1107,575,634,1268,754,615,557,540
29096,29518,54545,18099,26540,21688,15863,26372,85639,62980,80209,56744,37711,7387,86327
20421,15594,11998,2143,14604,3854,8172,13845,8340,17534,8919,6199,6739,1135,11415
160,79,0,32,93,23,141,123,191,0,48,0,0,0,0
1349,565,201,308,236,184,447,330,1050,1020,293,0,142,86,68
5119,9652,11028,1745,9973,2586,4946,7838,13005,9844,8267,10366,3864,1580,14859
4909,1051,298,133,328,283,1554,918,286,678,396,596,290,347,181
45,126,0,0,0,29,0,66,33,22,9,24,134,0,57
2443,2773,2372,527,2291,1341,2647,2842,2066,3489,2161,1536,1555,550,2430
1449,41,0,0,86,47,2268,359,115,0,47,158,0,0,0
1536,0,32,0,122,20,1831,192,56,0,134,0,251,0,0
618,0,0,0,134,32,703,90,0,0,91,96,69,0,0
362,371,62,139,193,3,131,197,279,118,259,0,52,0,218
107,125,45,11,154,83,171,57,95,54,10,43,70,84,136
363,179,93,0,104,39,226,231,52,341,146,215,179,0,226
1413,793,546,0,877,402,1110,806,406,1421,595,748,631,208,344
735,975,799,102,404,302,1344,1049,889,654,579,396,830,450,575
5423,4353,1624,1692,2274,2941,14911,5054,2107,5011,3542,3132,1844,2401,2888
5118,5310,2476,948,3733,4388,10205,5234,4482,6703,3720,6584,1913,1598,3442
253,234,141,49,0,47,249,243,72,520,159,98,111,23,171
27135,23351,22295,1630,24108,6293,11449,21253,22429,38566,11657,6631,11045,1241,19335
30242,21734,30254,2306,33414,4216,4241,22587,27818,31884,11253,16862,8443,2603,23190
19002,5980,5742,715,4590,3376,8224,6622,4182,6965,5198,4737,4021,1738,6846
268,0,17,0,0,0,283,63,26,122,35,0,170,0,28
182,10,54,0,29,31,66,35,30,66,8,0,29,0,0
42,50,63,0,0,0,0,55,77,36,0,0,63,0,0
112,0,22,16,0,109,107,0,0,141,0,0,23,29,52
125,43,14,0,40,127,67,74,26,94,70,28,33,26,91
157,194,70,0,47,113,182,143,120,78,120,9,89,0,21
627,426,266,32,353,73,309,603,318,959,265,186,221,0,555
193,165,5,39,69,133,268,234,83,207,201,0,153,0,34
208,222,87,21,81,28,330,201,195,62,178,0,80,0,152
327,91,185,0,277,78,9,157,196,120,78,0,154,0,153
623,393,230,39,344,99,18,554,275,503,49,0,317,0,267
921,55,11,93,129,188,98,129,0,31,53,206,53,0,113
642,685,259,698,607,229,1217,2359,572,1725,1797,622,417,73,483
680,421,390,0,225,186,380,803,259,256,250,108,322,15,376
1828,96,70,175,51,337,53,54,53,102,122,0,59,65,0
407,392,476,0,539,165,657,256,410,405,270,318,180,0,229
9537,7036,6963,1308,8343,3585,12132,6475,7401,8408,4590,10254,4337,2936,5309
536,229,1080,0,1140,222,424,488,2261,1729,959,1252,620,0,1147
4,45,0,21,127,18,17,22,32,48,15,19,50,0,0
129,53,0,0,0,41,71,29,0,11,87,0,87,0,0
2552,1195,993,896,785,1503,1328,850,461,1785,666,3625,503,785,1126
67,101,21,0,42,0,111,58,0,20,72,0,17,0,0
98,112,0,0,23,22,0,106,21,0,116,0,75,0,37
758,669,139,0,1393,160,143,772,295,537,214,128,672,0,442
118,383,66,0,271,84,41,347,45,221,54,0,347,0,338
1010,1215,262,163,1480,312,291,1400,713,816,396,43,1563,0,437
40,76,399,168,921,56,484,609,85,562,428,782,60,27,1105
530,0,347,0,60,213,591,735,193,1834,397,285,53,18,436
0,53,0,0,355,42,18,77,2451,67,60,106,39,0,0
708,312,476,32,236,101,261,428,219,392,241,51,102,2,91
98,60,28,0,44,50,183,43,45,144,16,97,62,0,50
32,58,0,13,73,47,74,0,7,0,8,103,66,0,0
191,337,158,0,94,48,77,482,130,91,54,111,0,0,94
199,169,174,53,84,13,243,129,105,118,103,30,45,51,52
92,80,0,0,40,47,0,139,58,0,46,0,31,0,45
11116,9989,7815,1454,8411,4173,15169,11364,9098,14259,7249,5096,5520,2400,8297
29103,19708,15497,1314,14319,3237,14066,27125,11691,30919,10209,3058,8159,735,15429
1534,1012,744,11,583,339,1575,1317,533,1074,720,0,987,0,321
19,13,108,0,19,88,66,28,0,7,42,0,20,0,85
11,36,0,0,0,0,18,32,23,27,33,0,0,11,0
142,66,25,0,0,69,274,101,106,68,178,114,60,58,0
68,55,60,0,47,84,44,149,80,67,50,0,25,34,0
5,21,0,0,83,0,5,28,23,5,56,56,0,0,120
1342,763,98,139,375,405,1409,1533,447,494,234,736,314,257,537
1092,0,48,0,368,8,17,0,66,114,44,0,0,0,255
0,0,35,0,13,0,36,87,45,0,27,21,0,0,0
242,236,333,170,357,56,206,229,233,210,140,175,220,0,75
0,193,78,0,71,0,23,32,0,24,41,58,78,0,0
0,371,136,0,0,0,24,145,0,81,282,0,208,0,88
74,90,142,0,77,37,69,79,0,109,50,63,45,0,0
439,287,603,0,173,172,295,322,222,1044,457,177,167,38,369
2131,1871,718,543,1388,464,1371,1964,1023,1819,1272,1060,482,316,845
1825,903,507,59,462,930,6707,1218,732,926,1516,691,1011,551,664
4127,4228,11508,1018,11054,3040,1738,7060,23237,20730,12194,10638,5931,1475,16265
46,27,0,25,42,0,88,65,83,0,54,0,0,0,0
219,47,0,0,0,0,31,48,97,55,56,0,95,0,0
792,721,265,147,153,163,350,527,247,470,150,490,104,705,762
1902,2898,2043,322,2784,205,987,2722,1054,2694,920,621,1192,162,1114
198,320,118,55,290,81,273,257,307,430,265,268,119,90,258
1576,1752,1011,607,2014,926,756,1755,2473,1900,1681,699,1526,0,1709
641,331,660,65,992,144,308,498,312,1077,260,381,129,92,220
14,12,1,14,10,0,53,20,12,3,66,0,63,5,16
84,100,124,0,0,0,85,50,182,0,98,0,176,0,143
146,91,0,70,47,18,81,147,113,83,73,0,52,129,50
1092,1145,519,95,872,261,1275,1892,1097,932,958,293,1092,206,738
678,440,288,68,51,330,1338,575,381,514,756,0,427,0,490
789,1515,917,74,830,291,2453,2083,618,1266,1547,133,586,218,980
2969,2109,1122,753,1602,1569,3427,2713,880,2099,2302,1083,1204,865,1289
734,480,423,104,121,138,394,609,381,513,570,227,281,91,175
221,182,40,129,70,247,57,180,128,162,138,419,58,81,95
154,353,217,37,249,41,54,345,122,219,128,39,29,0,208
759,501,583,56,557,139,620,587,398,756,352,313,227,147,320
561,279,258,82,403,58,567,320,701,722,853,66,143,99,512
926,405,824,0,379,191,326,630,606,997,287,489,159,153,396
1561,1254,558,215,731,187,319,1808,312,1165,461,302,339,0,752
0,59,11,11,40,24,59,103,37,0,23,0,80,0,0
31,31,0,0,28,0,101,210,112,19,22,0,51,0,0
25,42,56,0,0,0,147,219,61,0,0,0,36,0,0
1146,329,192,0,95,514,1882,265,276,133,154,198,42,92,336
513,292,56,0,85,127,634,233,182,37,53,0,125,0,82
323,182,28,41,53,37,109,344,71,222,57,31,78,12,283
166,160,0,22,0,0,162,216,0,0,107,0,0,0,125
1649,1577,973,285,962,358,563,1399,673,1172,951,684,322,0,362
107,143,0,21,104,30,181,333,70,34,97,0,73,0,0
382,1307,545,0,1234,421,433,1750,1748,850,515,633,534,0,710
7,257,56,0,0,0,57,252,0,115,46,0,15,0,0
0,51,8,0,125,0,46,38,43,0,26,0,45,2,11
0,108,0,0,20,4,57,89,1279,0,66,0,363,0,0
3998,3787,1796,428,1338,2824,15730,5576,2110,2153,2976,1585,1895,2115,1767
618,675,530,39,959,412,785,619,689,1066,311,434,278,0,253
874,1007,402,64,908,316,317,824,563,1033,500,454,332,97,209
641,619,290,53,436,263,944,534,145,549,491,68,296,118,202
22579,15063,16463,8116,13650,13740,24587,11665,20876,26171,37848,20374,6816,11822,12902
9318,5096,2834,266,4182,1470,2691,5049,2627,4486,1089,2313,1802,260,2147
54,96,0,12,45,30,21,63,23,0,15,173,48,0,65
1262,848,989,167,2933,557,1192,1109,1612,1667,903,406,1172,0,1459
46668,399,580,187649,152,42593,147550,166,1195,478,7216,210426,95,341424,107
4723,2917,3035,1214,4366,2332,2347,3651,4589,6385,1267,4519,1540,1142,2273
792,695,542,0,795,173,253,788,781,915,388,710,349,34,399
73,76,0,26,133,74,152,159,23,41,74,87,62,0,18
319,189,122,0,218,98,116,405,59,140,117,45,52,0,51
1311,1006,881,174,930,423,959,1144,886,1844,831,266,678,117,716
3765,13638,16906,5337,12081,12008,9615,12214,19987,14862,10259,14583,9135,11994,17178
602,1008,255,0,319,72,482,869,300,523,261,151,442,126,605
2154,2221,1292,558,1546,632,1382,3238,1573,4274,1035,818,682,208,1568
5891,1952,286,597,561,268,901,1218,22417,568,780,782,14452,82,5824
23,91,637,0,209,29,146,43,290,64,0,79,46,0,89
55674,9271,2491,3881,6132,2260,9725,10010,6227,5297,7986,7775,2472,692,972
24962,2067,214,690,1496,961,4035,5173,322,340,3831,1794,1214,0,160
1499,1173,991,222,459,378,369,1600,1075,1552,911,634,341,153,955
303,332,200,23,148,95,186,447,165,288,67,50,130,37,135
3716,3237,1732,1604,1530,792,2236,2714,1203,2304,3784,1003,726,470,1367
2216,1335,2565,347,1836,438,465,1459,2187,2293,1064,848,1421,177,1100
2715,2969,1981,352,2000,723,1418,3465,1818,3690,1583,733,1459,0,1196
8,7,0,4,15,39,15,23,37,11,19,0,95,2,10
135,109,127,0,0,0,94,145,0,319,46,0,41,0,0
1128,1201,1763,234,1474,468,893,1448,651,1851,899,872,807,195,767
22211,28280,23221,3654,23253,8694,16879,24736,20116,30024,19901,15528,11563,5043,27640
284,344,226,0,191,31,203,452,331,828,256,0,184,0,1597
36563,20350,14503,18941,13874,11889,23070,6767,85373,27159,19057,36348,5209,4990,53834
30356,17655,13046,17619,12167,10374,20298,6240,68625,24188,17437,33257,4641,4509,46672
260,121,68,0,107,48,98,164,0,71,117,20,70,0,147
736,362,725,2313,1511,892,1363,547,1225,470,1637,1629,542,884,278
357,92,122,108,352,86,201,123,314,238,334,331,214,30,211
3365,2478,1764,1341,3869,3571,2947,2386,4403,8115,4407,2808,3018,2182,5283
5731,1304,940,21151,998,13196,19838,991,1892,3115,5463,12116,1603,35406,2492
1349,347,511,79,248,127,342,435,207,332,203,169,269,0,177
457,215,174,87,250,143,278,267,0,367,187,81,68,259,0
32,33,49,0,9,0,22,9,18,32,16,0,23,0,0
2821,2173,1348,172,1808,624,1755,2194,1183,1446,1216,663,1061,294,2035
766,822,497,213,949,423,331,827,741,1343,742,479,564,166,313
237,380,255,0,234,70,286,175,425,190,460,279,67,0,369
35,26,0,0,35,6,35,13,0,27,39,0,0,0,0
0,527,96,72,382,89,295,562,827,0,232,0,0,0,192
9,1040,0,33,659,126,705,488,1603,26,361,69,30,0,257
11,33,25,0,29,0,39,85,16,31,15,0,0,0,35
1562,1328,471,50,855,391,1188,1832,777,944,451,470,330,195,511
176,7491,2259,77,6659,1125,5458,13487,10998,1564,3405,266,1431,0,1918
1408,1131,443,167,400,235,810,1173,363,506,342,292,657,0,594
0,41,129,0,84,0,74,86,0,24,17,0,40,0,0
171,949,837,222,543,145,2142,1649,341,775,600,313,282,75,770
219,411,704,122,303,137,596,1439,385,296,440,110,114,0,353
929,637,297,15,367,228,338,756,735,418,309,119,463,0,762
99,308,409,0,288,126,205,175,276,173,63,48,212,0,70
223,576,397,13,441,131,278,485,379,224,369,152,248,14,370
2234,1683,1018,123,1596,578,943,1665,1666,1860,1515,1470,1470,203,2217
1112,808,647,99,1093,250,896,1334,639,1081,625,622,483,131,773
77,20,0,0,0,43,52,10,35,40,22,0,27,0,48
35554,29377,57480,6478,64239,25378,23094,39141,68286,69505,43344,39460,30992,5450,65886
802,598,1366,102,1609,344,777,701,1232,1327,857,497,494,70,636
100115,96499,163815,39013,137581,13202,64591,52387,84621,162516,93776,6985,34413,7195,46229
4782,628,1661,835,403,160,1512,198,556,1219,4404,59,200,65,210
439,139,110,140,71,516,8134,115,80,103,193,299,12,1546,0
21114,3042,7108,3006,2790,2092,9121,1510,3509,11192,8830,1017,1282,1564,1924
981,336,296,79,82,32,420,92,277,283,685,0,47,31,50
583,121,48,0,70,77,84,430,0,172,201,0,129,0,189
351,140,175,0,71,67,130,309,36,0,384,0,298,0,48
204,48,179,0,97,39,63,251,0,112,26,0,60,0,105
1564,1510,1524,194,1450,654,858,2775,1793,1546,695,304,983,77,1319
439,315,222,0,165,52,311,351,183,271,355,365,244,0,283
164,83,165,52,81,21,141,232,128,70,155,64,47,0,77
58013,46419,64879,19350,87288,17687,52032,46777,44246,63235,43239,28578,39148,18177,51825
5397,4504,3164,829,1862,902,5940,3451,2083,4438,5391,657,1464,2576,2426
2708,2299,4701,484,6673,651,1710,3698,7545,4753,3749,2579,3513,164,7524
930,625,466,0,555,152,733,546,494,628,369,333,400,0,639
1400,1182,693,116,762,263,1002,1485,655,841,847,346,395,54,704
110,266,91,45,63,0,61,534,103,124,83,0,86,0,62
6123,6216,4639,506,3046,705,2398,5595,1262,2558,1502,1623,763,416,1938
4417,2109,3580,975,5993,4244,1471,4053,3400,7656,3122,4368,2354,281,4241
4077,2684,5084,919,5482,2025,3098,2833,5062,7025,3168,4137,2674,896,4431
34822,35481,18818,6374,29917,4994,19065,36650,24486,27333,12428,9354,10483,2630,22587
14469,13073,27088,4166,35611,8186,12940,18149,52493,36503,33165,17461,24456,4144,22408
706,691,413,80,392,217,419,681,567,812,418,334,401,114,727
2756,1380,1328,308,1787,938,1316,2036,966,3056,880,2121,556,363,1119
565,625,192,247,704,216,625,1348,409,982,229,447,333,26,472
358,514,378,0,355,61,177,642,169,66,44,77,136,0,96
568,393,317,15,571,192,408,608,347,633,429,284,348,74,259
338,182,0,0,0,0,194,269,0,306,185,0,0,0,102
1719,965,1166,171,605,522,1813,1312,872,1190,922,242,595,226,756
11,2,0,17,0,19,5,16,77,221,0,30,12,0,17
92,251,107,0,93,40,86,31,51,262,93,72,65,0,146
162,115,47,24,67,90,93,197,45,36,98,130,55,16,77
127,99,0,0,51,14,15,30,103,0,36,40,371,0,108
26,52,15,0,18,9,16,19,36,7,4,39,18,2,12
0,45,33,0,40,10,107,25,15,0,66,9,25,0,604
16,15,29,0,18,15,29,7,0,59,0,27,14,0,0
690,720,376,109,731,247,314,1387,507,967,354,496,568,92,828
19024,18132,27880,2807,32678,9003,8991,23493,37179,31761,19634,19199,14373,2705,25030
2886,2360,1552,204,1585,604,2960,2427,852,2326,1382,867,942,282,1851
604,456,286,116,591,285,419,768,363,844,293,701,430,96,417
2161,2412,2414,244,2176,552,911,1831,2354,2201,715,1139,1303,109,1349
3602,4027,3118,261,6314,787,2033,3504,2293,4339,3594,1236,1345,310,3536
1935,1240,2772,199,3911,773,1098,1876,4777,4065,1739,1938,2248,152,2164
2226,2126,1854,255,1572,1096,4421,1905,1031,1751,2420,1083,1158,602,1823
1097,327,1785,154,794,184,897,1042,132,673,284,546,461,93,126
1376,1245,863,1748,1471,436,699,1486,1051,1371,678,2078,1065,573,669
862,512,407,76,336,124,188,644,177,327,198,504,207,58,127
1737,109,30,0,24,204,322,174,87,175,170,328,21,23,128
813,901,918,128,2262,391,381,1563,1739,1343,1333,1051,866,137,1547
1388,1404,520,354,1634,486,591,1396,1867,3072,871,733,619,87,1235
6771,5610,5131,1085,5779,2195,3693,5632,7713,8776,3383,3200,2479,867,5394
178,24,41,0,102,0,26,79,67,83,12,0,0,21,0
136,64,45,0,132,8,21,81,0,168,36,0,55,0,0
895,833,1129,0,776,378,1046,885,399,820,346,772,502,236,1232
169,68,168,0,0,83,276,109,56,161,89,0,0,0,52
58,0,145,0,0,67,47,28,0,32,41,0,0,0,74
1462,973,552,0,290,457,2572,1062,460,742,905,200,828,232,650
1377,999,498,240,810,334,805,1731,1012,1095,571,625,601,154,871
500,595,944,111,685,98,346,1229,409,2411,366,346,408,81,291
2989,2097,3907,103,3327,914,827,1766,3728,3868,1599,1129,1443,0,2693
71,35,0,0,30,47,18,31,54,0,24,79,0,0,0
177,255,335,0,261,42,123,216,85,299,134,124,157,0,143
95924,82608,139172,95338,169621,85889,55663,99845,189570,197521,103271,222358,69759,48738,304762
2767,1814,900,220,938,458,1703,2876,863,2704,990,962,1245,108,1236
84,91,72,0,49,47,136,57,0,78,32,73,32,0,0
194,177,151,0,54,53,48,271,18,6,59,0,1,129,54
1023,600,665,400,768,140,907,346,329,809,838,251,231,664,503
877,681,298,204,328,117,640,1150,224,392,271,346,249,0,99
0,60,0,0,18,9,6,14,16,11,11,132,8,0,13
32,0,0,0,0,54,318,15,0,18,0,0,38,0,16
6782,3019,1445,92,1441,3036,27183,4025,1137,4604,745,4435,2028,240,3196
428,390,225,692,709,165,248,477,388,340,720,282,246,88,286
56,43,0,29,37,20,63,22,0,26,92,36,0,0,23
1029,1046,1509,222,1145,321,328,924,929,1193,453,532,422,80,673
190,170,98,0,289,111,122,257,191,321,106,261,137,0,242
1822,2495,1368,40,1593,390,590,2834,992,2060,468,574,758,0,1186
3155,3983,1425,256,2570,554,1400,3709,1278,1824,1467,1088,1256,72,1800
494,278,546,2,357,55,102,275,200,280,211,0,155,0,450
0,60,0,17,58,19,74,34,0,0,60,99,53,218,17
443,556,503,0,363,182,209,589,391,1071,323,246,143,0,429
1242,595,600,286,758,130,321,764,335,1544,672,284,168,93,312
367,288,1051,99,348,69,512,356,402,469,94,69,265,112,253
11,113,55,15,0,84,17,86,33,46,34,0,60,0,0
2077,1206,638,757,697,731,4190,1100,778,1163,1523,757,648,775,602
0,40,91,4,110,0,25,194,0,45,70,0,0,0,87
4344,2904,2755,352,1618,1030,1450,4310,2339,2261,1637,1719,568,0,641
0,24,11,0,63,41,41,19,0,0,41,314,50,95,33
92,209,172,34,127,80,42,127,50,957,146,0,144,16,110
2735,1318,928,455,1146,670,887,1533,405,1592,724,898,625,228,1701
1053,167,39,0,105,0,64,97,31,61,680,65,28,80,279
196,260,290,58,173,91,243,96,88,428,175,285,166,87,107
221,132,241,100,228,133,225,93,164,208,136,329,167,69,125
26,21,0,25,0,0,33,15,0,0,44,0,22,0,0
2495,0,79,177,85,390,843,0,111,0,390,872,6,1470,231
